Name,ID,Team
Quinton de Kock,379143,Cape Town Blitz
Marques Ackerman,596436,Cape Town Blitz
Asif Ali,494230,Cape Town Blitz
David Bedingham,498585,Cape Town Blitz
Janneman Malan,605680,Cape Town Blitz
Moeen Ali,8917,Cape Town Blitz
George Linde,481875,Cape Town Blitz
Liam Livingstone,403902,Cape Town Blitz
Aviwe Mgijima,314991,Cape Town Blitz
Mohammad Nawaz,348148,Cape Town Blitz
Vernon Philander,46945,Cape Town Blitz
Khwezi Gumede,949545,Cape Town Blitz
Sisanda Magala,379776,Cape Town Blitz
Anrich Nortje,481979,Cape Town Blitz
Dale Steyn,47492,Cape Town Blitz
Wahab Riaz,43590,Cape Town Blitz
Gregory Mahlokwana,543195,Cape Town Blitz
Dane Vilas,262456,Durban Heat
Sarel Erwee,324260,Durban Heat
Alex Hales,249866,Durban Heat
Wihan Lubbe,429886,Durban Heat
Wesley Marshall,550209,Durban Heat
David Miller,321777,Durban Heat
Khaya Zondo,318842,Durban Heat
Ravi Bopara,10582,Durban Heat
Marco Jansen,696401,Durban Heat
Andile Phehlukwayo,540316,Durban Heat
Prenelan Subrayen,437438,Durban Heat
Shaun von Berg,393289,Durban Heat
Robbie Frylinck,45204,Durban Heat
Kyle Abbott,297583,Durban Heat
Daryn Dupavillon,501907,Durban Heat
Keshav Maharaj,267724,Durban Heat
Malusi Siboto,230861,Durban Heat
Temba Bavuma,372116,Jozi Stars
Reeza Hendricks,269280,Jozi Stars
Delano Potgieter,596442,Jozi Stars
Sinethemba Qeshile,952207,Jozi Stars
Ryan Rickelton,605661,Jozi Stars
Rassie van der Dussen,337790,Jozi Stars
Dan Christian,4864,Jozi Stars
Chris Gayle,51880,Jozi Stars
Shoaib Malik,42657,Jozi Stars
Eathan Bosch,698343,Jozi Stars
Simon Harmer,432960,Jozi Stars
Duanne Olivier,486679,Jozi Stars
Dane Paterson,327947,Jozi Stars
Aaron Phangiso,46942,Jozi Stars
Kagiso Rabada,550215,Jozi Stars
Lizaad Williams,379887,Jozi Stars
Nono Pongolo,785673,Jozi Stars
Matthew Breetzke,595267,Nelson Mandela Bay Giants
Ben Dunk,388678,Nelson Mandela Bay Giants
Heino Kuhn,45955,Nelson Mandela Bay Giants
Jason Roy,298438,Nelson Mandela Bay Giants
JJ Smuts,280490,Nelson Mandela Bay Giants
Farhaan Behardien,44410,Nelson Mandela Bay Giants
Chris Morris,439952,Nelson Mandela Bay Giants
Nandre Burger,971349,Nelson Mandela Bay Giants
Junior Dala,545467,Nelson Mandela Bay Giants
Beuran Hendricks,379927,Nelson Mandela Bay Giants
Imran Tahir,40618,Nelson Mandela Bay Giants
Akhona Mnyaka,595882,Nelson Mandela Bay Giants
Marco Marais,485216,Nelson Mandela Bay Giants
Dyllan Matthews,594997,Nelson Mandela Bay Giants
Onke Nyaku,595647,Nelson Mandela Bay Giants
Grant Thomson,450142,Nelson Mandela Bay Giants
Faf du Plessis,44828,Paarl Rocks
Henry Davids,44752,Paarl Rocks
Cameron Delport,322810,Paarl Rocks
Sibonelo Makhanya,594233,Paarl Rocks
Mangaliso Mosehle,327832,Paarl Rocks
Kyle Verreynne,595004,Paarl Rocks
James Vince,296597,Paarl Rocks
Ferisco Adams,549288,Paarl Rocks
Jean-Paul Duminy,44932,Paarl Rocks
Dwaine Pretorius,327830,Paarl Rocks
Isuru Udana,328026,Paarl Rocks
Aiden Markram,600498,Paarl Rocks
David Willey,308251,Paarl Rocks
Bjorn Fortuin,553249,Paarl Rocks
Kerwin Mungroo,594335,Paarl Rocks
Thando Ntini,695245,Paarl Rocks
Tabraiz Shamsi,379145,Paarl Rocks
Hardus Viljoen,375126,Paarl Rocks
Heinrich Klaasen,436757,Tshwane Spartans Sqaud 1206011
Theunis de Bruyn,486672,Tshwane Spartans Sqaud 1206011
AB de Villiers,44936,Tshwane Spartans Sqaud 1206011
Tony de Zorzi,697183,Tshwane Spartans Sqaud 1206011
Dean Elgar,230852,Tshwane Spartans Sqaud 1206011
Pite van Biljon,266268,Tshwane Spartans Sqaud 1206011
Vaughn van Jaarsveld,47846,Tshwane Spartans Sqaud 1206011
Corbin Bosch,594322,Tshwane Spartans Sqaud 1206011
Tom Curran,550235,Tshwane Spartans Sqaud 1206011
Donovan Ferreira,698315,Tshwane Spartans Sqaud 1206011
Wiaan Mulder,698189,Tshwane Spartans Sqaud 1206011
Roelof van der Merwe,47850,Tshwane Spartans Sqaud 1206011
Morne Morkel,46538,Tshwane Spartans Sqaud 1206011
Lungi Ngidi,542023,Tshwane Spartans Sqaud 1206011
Lutho Sipamla,698143,Tshwane Spartans Sqaud 1206011
Waqar Salamkheil,1108490,Tshwane Spartans Sqaud 1206011
