Name,ID,Team Name
Asif Afridi,385065,Multan Sultans
Dominic Drakes,906749,Multan Sultans
Khushdil Shah,716733,Multan Sultans
David Willey,308251,Multan Sultans
Odean Smith,820691,Multan Sultans
Abbas Afridi,1158538,Multan Sultans
Anwar Ali,232491,Multan Sultans
Ihsanullah,1283740,Multan Sultans
Imran Khan,316363,Multan Sultans
Imran Tahir,40618,Multan Sultans
Blessing Muzarabani,827051,Multan Sultans
Rumman Raees,448243,Multan Sultans
Shahnawaz Dahani,1203995,Multan Sultans
