ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,MatchDate,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,RainProb,MaxWind,WeatherCode,Tournament,BattingOrder
1111917,6,0.0,2,1,Himachal,Surat,2019-02-21,bat,day,0,7,0,3.0,7.14,27.53,0.8,7.17,24.14,1.222,7.43,23.17,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,32.5,19.1,0.0,11.8,0.0,Other,3
1111917,6,100.0,1,1,Rajasthan,Surat,2019-02-25,bat,day,1,-4,0,3.0,7.14,27.53,1.25,7.15,22.07,1.222,7.53,23.56,3.0,1,0,0,0,1.5393,1.5393,1.9422,1.0927,31.9,18.2,0.0,14.5,3.0,Other,4
1111917,6,42.85714286,1,1,Rajasthan,Thiruvananthapuram,2019-11-12,bat,day,1,-4,0,1.0,7.38,18.5,1.0,5.76,15.86,0.8,7.05,17.48,1.5,2,0,0,1,0.9353,0.9353,1.3382,1.0927,29.1,23.4,14.9,9.8,65.0,Other,3
1111917,6,37.5,2,1,Kerala,Thumba,2019-11-14,field,day,1,22,0,0.4,7.25,15.36,0.666,7.29,20.3,1.333,6.66,17.58,1.0,3,0,0,2,0.9353,0.9025,1.3382,1.0927,30.9,24.0,1.3,10.9,51.0,Other,3
1111917,6,65.2173913,2,1,Tamil Nadu,Thiruvananthapuram,2019-11-17,field,day,1,5,0,1.0,7.38,18.5,1.4,7.99,19.76,0.8,7.45,22.37,3.75,4,0,0,2,1.2373,1.2045,1.3382,1.0927,29.3,23.8,3.4,9.4,61.0,Other,3
1111917,6,64.28571429,1,1,Rajasthan,Indore,2021-01-11,field,day,0,0,0,1.744,7.74,25.41,0.604,8.03,24.82,0.573,7.76,21.96,3.6,5,0,0,2,1.2373,1.4611,1.3382,1.0927,26.6,17.0,0.0,10.4,3.0,Other,3
1111917,6,58.82352941,2,1,Saurashtra,Indore,2021-01-13,field,day,1,39,0,1.744,7.74,25.41,1.653,8.26,22.62,0.573,8.17,25.66,3.333333333,6,0,0,2,1.0863,1.3101,1.3382,1.0927,23.1,10.1,0.0,10.2,3.0,Other,3
1111917,6,83.33333333,2,1,M. Pradesh,Indore,2021-01-15,field,day,1,37,0,1.744,7.74,25.41,1.653,8.26,22.62,0.573,8.17,25.66,5.0,7,0,0,2,1.3883,1.6449,2.1988,1.0927,26.8,10.9,0.0,14.2,1.0,Other,3
1111917,6,80.0,1,0,Services,Indore,2021-01-17,bat,night,1,11,0,1.744,7.74,25.41,0.531,7.37,27.01,0.573,7.76,21.96,7.0,8,0,0,2,1.3883,2.0711,2.7306,1.0927,28.1,18.5,0.0,20.5,1.0,Other,3
1111917,6,82.89473684,2,1,Goa,Indore,2021-01-19,bat,day,0,6,0,1.744,7.74,25.41,1.882,8.03,21.01,0.573,8.17,25.66,7.875,9,0,0,2,1.3883,2.0711,2.9872,1.0927,28.7,16.2,0.0,13.7,1.0,Other,3
1111917,6,83.33333333,1,1,Arunachal,Mulapadu,2021-11-04,field,day,0,7,0,0.916,7.27,20.81,1.0,6.95,20.47,1.09,7.41,22.47,7.222222222,10,0,0,2,1.3883,2.0711,1.3382,1.0927,28.6,23.0,9.0,15.8,65.0,Other,3
1111917,6,82.92682927,2,0,Karnataka,Delhi,2021-11-20,field,day,1,17,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,6.8,11,0,0,2,1.3883,2.2221,1.3382,1.0927,25.5,15.0,0.0,9.0,3.0,Other,3
1111917,6,85.88235294,1,1,Rajasthan,Rajkot,2022-10-12,field,day,0,4,0,0.846,8.11,25.01,0.608,8.19,27.6,0.756,8.11,24.53,7.3,12,0,0,2,1.3883,2.0711,1.3382,1.3493,35.0,24.4,0.0,12.0,3.0,Other,3
1111917,6,83.69565217,1,0,Mizoram,Saurashtra,2022-10-14,bat,day,1,-2,0,0.846,8.11,25.01,0.944,8.02,23.62,0.756,8.11,24.53,7.0,13,0,0,2,1.3883,1.6449,1.3382,1.0927,35.2,21.8,0.0,15.6,2.0,Other,3
1111917,6,82.79569892,1,1,Uttarakhand,Rajkot,2022-10-18,field,daynight,0,7,0,0.846,8.11,25.01,0.608,8.19,27.6,0.756,8.11,24.53,7.0,14,0,0,2,1.3883,1.6449,1.4892,1.0927,34.8,22.3,0.0,11.6,3.0,Other,3
1111917,6,82.4742268,1,0,M. Pradesh,Saurashtra,2022-10-20,bat,day,1,-2,0,0.846,8.11,25.01,0.944,8.02,23.62,0.756,8.11,24.53,6.666666667,15,0,0,2,1.3883,1.4939,1.3382,2.2471,35.1,20.8,0.0,12.7,0.0,Other,3
1111917,6,82.4742268,1,1,Mumbai,Eden Gardens,2022-11-03,bat,daynight,1,9,0,1.428,8.06,26.66,0.937,7.81,23.9,0.847,8.19,24.64,6.666666667,16,0,0,2,1.3883,1.6449,1.3382,1.0927,29.3,19.9,0.0,9.0,3.0,Other,3
1111917,6,82.52427184,2,1,CSK,Chennai,2023-05-23,field,night,1,-4,0,1.454,7.74,27.44,0.739,7.84,25.09,1.2,7.66,23.86,6.538461538,17,0,0,2,1.3883,1.4939,1.3382,1.0927,35.2,27.9,0.0,21.7,1.0,IPL,4
1111917,6,81.73076923,1,1,Puducherry,Mullanpur,2023-10-23,field,day,0,33,0,0.647,7.9,18.27,1.714,8.41,17.84,1.333,7.86,22.76,6.071428571,18,0,0,3,1.3883,1.4939,1.3382,1.0927,28.5,15.5,0.0,12.1,1.0,Other,3
1111917,6,89.09090909,1,0,Maharashtra,Mohali,2023-10-25,field,day,0,33,0,1.23,8.32,27.96,0.568,8.29,28.63,0.61,8.3,25.88,6.533333333,19,0,0,3,1.3883,1.7959,1.3382,1.0927,29.3,16.2,0.0,14.5,0.0,Other,4
1111917,6,95.68965517,2,1,Jharkhand,Mohali,2023-10-27,field,daynight,1,31,0,1.23,8.32,27.96,1.757,8.36,25.29,0.61,8.3,28.75,7.4,20,0,0,3,1.3883,2.2221,2.3684,1.0927,29.3,15.8,0.0,15.3,1.0,Other,3
1111917,6,102.5210084,2,1,Delhi,Mullanpur,2023-11-02,field,day,1,10,0,0.647,7.9,18.27,0.583,7.37,24.75,1.333,7.35,18.51,7.625,21,0,0,3,1.5393,2.2221,2.3684,1.0927,28.6,14.5,0.0,9.2,3.0,Other,3
1111917,6,98.48484848,2,1,LSG,Lucknow,2024-04-07,bat,night,0,22,0,1.105,7.27,26.1,0.75,6.73,20.89,1.15,7.15,22.59,7.647058824,22,0,0,3,1.3883,2.2221,1.3382,1.0927,37.0,21.5,0.0,19.8,0.0,IPL,3
1111917,6,99.3006993,2,1,Chandigarh,Visakhapatnam,2024-11-25,field,day,1,6,0,0.755,8.08,21.23,1.0,7.9,23.7,0.926,7.79,21.89,7.888888889,23,0,0,3,1.3883,2.2221,1.3382,1.0927,30.0,21.7,0.0,17.9,3.0,Other,4
