MatchLink,TossWonTeam,TossResult,Series,MatchTime,Team1,Team2,Result,Team1Score,Team1Wickets,Team2Score,Team2Wickets
https://www.espncricinfo.com/ci/engine/match/947207.html,Nottinghamshire,field,NatWest t20 Blast,day,Derbyshire,Nottinghamshire,Notts won by 7 wickets (with 33 balls remaining),114,10,120,3
https://www.espncricinfo.com/ci/engine/match/947351.html,Nottinghamshire,field,NatWest t20 Blast,day,Northamptonshire,Nottinghamshire,Northants won by 8 runs,161,8,153,9
https://www.espncricinfo.com/ci/engine/match/1063081.html,Dhaka Dynamites,bat,Bangladesh Premier League,day,Dhaka Dynamites,Rangpur Riders,Dynamites won by 42 runs,188,7,146,8
https://www.espncricinfo.com/ci/engine/match/1063084.html,Dhaka Dynamites,field,Bangladesh Premier League,night,Chittagong Vikings,Dhaka Dynamites,Dynamites won by 6 wickets (with 10 balls remaining),134,6,135,4
https://www.espncricinfo.com/ci/engine/match/1063090.html,Khulna Titans,field,Bangladesh Premier League,night,Dhaka Dynamites,Khulna Titans,Dynamites won by 54 runs,140,8,86,10
https://www.espncricinfo.com/ci/engine/match/1063092.html,Rajshahi Kings,field,Bangladesh Premier League,night,Dhaka Dynamites,Rajshahi Kings,Dynamites won by 56 runs,159,9,103,10
https://www.espncricinfo.com/ci/engine/match/1023581.html,Sydney Sixers,field,Big Bash League,night,Sydney Thunder,Sydney Sixers,Sixers won by 9 wickets (with 12 balls remaining),159,8,160,1
https://www.espncricinfo.com/ci/engine/match/1023585.html,Sydney Thunder,field,Big Bash League,night,Melbourne Renegades,Sydney Thunder,Renegades won by 49 runs,179,7,130,10
https://www.espncricinfo.com/ci/engine/match/1023595.html,Brisbane Heat,field,Big Bash League,night,Sydney Thunder,Brisbane Heat,Heat won by 3 wickets (with 2 balls remaining),157,7,160,7
https://www.espncricinfo.com/ci/engine/match/1023605.html,Sydney Thunder,field,Big Bash League,night,Perth Scorchers,Sydney Thunder,Scorchers won by 50 runs,177,4,127,8
https://www.espncricinfo.com/ci/engine/match/1128821.html,Islamabad United,field,Pakistan Super League,daynight,Peshawar Zalmi,Islamabad United,Zalmi won by 34 runs,176,6,142,9
https://www.espncricinfo.com/ci/engine/match/1128823.html,Islamabad United,field,Pakistan Super League,daynight,Multan Sultans,Islamabad United,United won by 5 wickets (with 14 balls remaining),113,10,117,5
https://www.espncricinfo.com/ci/engine/match/1128829.html,Lahore Qalandars,field,Pakistan Super League,night,Islamabad United,Lahore Qalandars,Match tied (United won the one-over eliminator),121,9,121,10
https://www.espncricinfo.com/ci/engine/match/1136578.html,Kings XI Punjab,field,Indian Premier League,daynight,Kolkata Knight Riders,Kings XI Punjab,Kings XI won by 9 wickets (with 11 balls remaining) (D/L method),191,7,126,1
https://www.espncricinfo.com/ci/engine/match/1136586.html,Kolkata Knight Riders,field,Indian Premier League,night,Delhi Daredevils,Kolkata Knight Riders,Daredevils won by 55 runs,219,4,164,9
https://www.espncricinfo.com/ci/engine/match/1136604.html,Kings XI Punjab,field,Indian Premier League,daynight,Kolkata Knight Riders,Kings XI Punjab,KKR won by 31 runs,245,6,214,8
https://www.espncricinfo.com/ci/engine/match/1136619.html,Kolkata Knight Riders,field,Indian Premier League,night,Sunrisers Hyderabad,Kolkata Knight Riders,SRH won by 14 runs,174,7,160,9
https://www.espncricinfo.com/ci/engine/match/1160574.html,Kabul Zwanan,field,Afghanistan Premier League,night,Nangarhar Leopards,Kabul Zwanan,Kabul won by 7 wickets (with 13 balls remaining),188,5,191,3
https://www.espncricinfo.com/ci/engine/match/1169380.html,Rajshahi Kings,field,Bangladesh Premier League,daynight,Dhaka Dynamites,Rajshahi Kings,Dynamites won by 83 runs,189,5,106,10
https://www.espncricinfo.com/ci/engine/match/1169383.html,Khulna Titans,field,Bangladesh Premier League,day,Dhaka Dynamites,Khulna Titans,Dynamites won by 105 runs,192,6,87,10
https://www.espncricinfo.com/ci/engine/match/1169387.html,Rangpur Riders,field,Bangladesh Premier League,day,Dhaka Dynamites,Rangpur Riders,Dynamites won by 2 runs,183,9,181,9
https://www.espncricinfo.com/ci/engine/match/1169390.html,Dhaka Dynamites,bat,Bangladesh Premier League,night,Dhaka Dynamites,Sylhet Sixers,Dynamites won by 32 runs,173,7,141,9
https://www.espncricinfo.com/ci/engine/match/1169395.html,Rajshahi Kings,bat,Bangladesh Premier League,day,Rajshahi Kings,Dhaka Dynamites,Kings won by 20 runs,136,6,116,9
https://www.espncricinfo.com/ci/engine/match/1169397.html,Sylhet Sixers,bat,Bangladesh Premier League,day,Sylhet Sixers,Dhaka Dynamites,Dynamites won by 6 wickets (with 18 balls remaining),158,8,163,4
https://www.espncricinfo.com/ci/engine/match/1169402.html,Dhaka Dynamites,bat,Bangladesh Premier League,night,Dhaka Dynamites,Chittagong Vikings,Chattogram won by 3 wickets (with 1 ball remaining),139,9,145,7
https://www.espncricinfo.com/ci/engine/match/1169404.html,Dhaka Dynamites,field,Bangladesh Premier League,night,Comilla Victorians,Dhaka Dynamites,Victorians won by 7 runs,153,8,146,9
https://www.espncricinfo.com/ci/engine/match/1169412.html,Dhaka Dynamites,bat,Bangladesh Premier League,night,Dhaka Dynamites,Rangpur Riders,Rangpur won by 8 wickets (with 10 balls remaining),186,6,189,2
https://www.espncricinfo.com/ci/engine/match/1169415.html,Chittagong Vikings,bat,Bangladesh Premier League,day,Chittagong Vikings,Dhaka Dynamites,Chattogram won by 11 runs,174,5,163,9
https://www.espncricinfo.com/ci/engine/match/1169417.html,Dhaka Dynamites,field,Bangladesh Premier League,day,Comilla Victorians,Dhaka Dynamites,Victorians won by 1 run,127,10,126,9
https://www.espncricinfo.com/ci/engine/match/1169423.html,Dhaka Dynamites,field,Bangladesh Premier League,night,Rangpur Riders,Dhaka Dynamites,Dynamites won by 5 wickets (with 20 balls remaining),142,10,147,5
https://www.espncricinfo.com/ci/engine/match/1169424.html,Dhaka Dynamites,field,Bangladesh Premier League,night,Comilla Victorians,Dhaka Dynamites,Victorians won by 17 runs,199,3,182,9
https://www.espncricinfo.com/ci/engine/match/1168821.html,Karachi Kings,bat,Pakistan Super League,daynight,Karachi Kings,Multan Sultans,Kings won by 7 runs,183,6,176,9
https://www.espncricinfo.com/ci/engine/match/1168823.html,Multan Sultans,field,Pakistan Super League,daynight,Islamabad United,Multan Sultans,Sultans won by 5 wickets (with 8 balls remaining),125,7,126,5
https://www.espncricinfo.com/ci/engine/match/1168827.html,Quetta Gladiators,field,Pakistan Super League,night,Multan Sultans,Quetta Gladiators,Gladiators won by 8 wickets (with 9 balls remaining),160,9,161,2
https://www.espncricinfo.com/ci/engine/match/1168829.html,Lahore Qalandars,field,Pakistan Super League,daynight,Multan Sultans,Lahore Qalandars,Qalandars won by 6 wickets (with 0 balls remaining),200,6,204,4
https://www.espncricinfo.com/ci/engine/match/1175361.html,Kings XI Punjab,field,Indian Premier League,night,Kolkata Knight Riders,Kings XI Punjab,KKR won by 28 runs,218,4,190,4
https://www.espncricinfo.com/ci/engine/match/1175365.html,Delhi Capitals,field,Indian Premier League,night,Kolkata Knight Riders,Delhi Capitals,Match tied (DC won the one-over eliminator),185,8,185,6
https://www.espncricinfo.com/ci/engine/match/1178398.html,Chennai Super Kings,field,Indian Premier League,night,Kolkata Knight Riders,Chennai Super Kings,CSK won by 7 wickets (with 16 balls remaining),108,9,111,3
https://www.espncricinfo.com/ci/engine/match/1178401.html,Delhi Capitals,field,Indian Premier League,night,Kolkata Knight Riders,Delhi Capitals,DC won by 7 wickets (with 7 balls remaining),178,7,180,3
https://www.espncricinfo.com/ci/engine/match/1178404.html,Chennai Super Kings,field,Indian Premier League,daynight,Kolkata Knight Riders,Chennai Super Kings,CSK won by 5 wickets (with 2 balls remaining),161,8,162,5
https://www.espncricinfo.com/ci/engine/match/1178427.html,Kolkata Knight Riders,field,Indian Premier League,night,Kings XI Punjab,Kolkata Knight Riders,KKR won by 7 wickets (with 12 balls remaining),183,6,185,3
https://www.espncricinfo.com/ci/engine/match/1185851.html,Jamaica Tallawahs,field,Caribbean Premier League,night,Guyana Amazon Warriors,Jamaica Tallawahs,Amazon won by 81 runs,218,6,137,10
https://www.espncricinfo.com/ci/engine/match/1185852.html,Jamaica Tallawahs,field,Caribbean Premier League,night,St Kitts and Nevis Patriots,Jamaica Tallawahs,Patriots won by 20 runs,176,6,156,10
https://www.espncricinfo.com/ci/engine/match/1208089.html,Cumilla Warriors,field,Bangladesh Premier League,day,Rajshahi Royals,Cumilla Warriors,Royals won by 15 runs,190,4,175,4
https://www.espncricinfo.com/ci/engine/match/1208092.html,Rajshahi Royals,field,Bangladesh Premier League,night,Dhaka Platoon,Rajshahi Royals,Platoon won by 74 runs,174,5,100,10
https://www.espncricinfo.com/ci/engine/match/1208094.html,Rajshahi Royals,field,Bangladesh Premier League,night,Rangpur Rangers,Rajshahi Royals,Rangers won by 47 runs,182,6,135,8
https://www.espncricinfo.com/ci/engine/match/1208102.html,Chattogram Challengers,field,Bangladesh Premier League,night,Rajshahi Royals,Chattogram Challengers,Chattogram won by 7 wickets (with 9 balls remaining),166,8,170,3
https://www.espncricinfo.com/ci/engine/match/1208107.html,Rajshahi Royals,field,Bangladesh Premier League,day,Chattogram Challengers,Rajshahi Royals,Royals won by 8 wickets (with 14 balls remaining),155,5,156,2
https://www.espncricinfo.com/ci/engine/match/1208110.html,Rajshahi Royals,field,Bangladesh Premier League,night,Khulna Tigers,Rajshahi Royals,Khulna won by 27 runs,158,3,131,10
https://www.espncricinfo.com/ci/engine/match/1208111.html,Rajshahi Royals,field,Bangladesh Premier League,night,Chattogram Challengers,Rajshahi Royals,Royals won by 2 wickets (with 4 balls remaining),164,9,165,8
https://www.espncricinfo.com/ci/engine/match/1208112.html,Khulna Tigers,field,Bangladesh Premier League,night,Rajshahi Royals,Khulna Tigers,Royals won by 21 runs,170,4,149,8
https://www.espncricinfo.com/ci/engine/match/1216504.html,Rajasthan Royals,field,Indian Premier League,night,Kolkata Knight Riders,Rajasthan Royals,KKR won by 37 runs,174,6,137,9
https://www.espncricinfo.com/ci/engine/match/1216515.html,Kolkata Knight Riders,field,Indian Premier League,night,Delhi Capitals,Kolkata Knight Riders,DC won by 18 runs,228,4,210,8
https://www.espncricinfo.com/ci/engine/match/1216501.html,Kolkata Knight Riders,bat,Indian Premier League,night,Kolkata Knight Riders,Chennai Super Kings,KKR won by 10 runs,167,10,157,5
https://www.espncricinfo.com/ci/engine/match/1216523.html,Kolkata Knight Riders,bat,Indian Premier League,day,Kolkata Knight Riders,Kings XI Punjab,KKR won by 2 runs,164,6,162,5
https://www.espncricinfo.com/ci/engine/match/1216540.html,Royal Challengers Bangalore,bat,Indian Premier League,night,Royal Challengers Bangalore,Kolkata Knight Riders,RCB won by 82 runs,194,2,112,9
https://www.espncricinfo.com/ci/engine/match/1216530.html,Rajasthan Royals,field,Indian Premier League,night,Kolkata Knight Riders,Rajasthan Royals,KKR won by 60 runs,191,7,131,9
https://www.espncricinfo.com/ci/engine/match/1238755.html,Galle Gladiators,field,Lanka Premier League,night,Colombo Kings,Galle Gladiators,Kings won by 34 runs,96,1,62,2
https://www.espncricinfo.com/ci/engine/match/1238758.html,Dambulla Viiking,bat,Lanka Premier League,daynight,Dambulla Viiking,Colombo Kings,Viiking won by 28 runs,175,9,147,10
https://www.espncricinfo.com/ci/engine/match/1238762.html,Colombo Kings,field,Lanka Premier League,night,Jaffna Stallions,Colombo Kings,Kings won by 6 wickets (with 4 balls remaining),148,9,151,4
https://www.espncricinfo.com/ci/engine/match/1238765.html,Colombo Kings,bat,Lanka Premier League,daynight,Colombo Kings,Galle Gladiators,Galle won by 8 wickets (with 15 balls remaining),171,10,175,2
https://www.espncricinfo.com/ci/engine/match/1238769.html,Jaffna Stallions,field,Lanka Premier League,daynight,Colombo Kings,Jaffna Stallions,Kings won by 6 runs,173,4,167,6
https://www.espncricinfo.com/ci/engine/match/1238772.html,Galle Gladiators,field,Lanka Premier League,night,Colombo Kings,Galle Gladiators,Galle won by 2 wickets (with 1 ball remaining),150,9,151,8
https://www.espncricinfo.com/ci/engine/match/1254067.html,Royal Challengers Bangalore,bat,Indian Premier League,daynight,Royal Challengers Bangalore,Kolkata Knight Riders,RCB won by 38 runs,204,4,166,8
https://www.espncricinfo.com/ci/engine/match/1254075.html,Rajasthan Royals,field,Indian Premier League,night,Kolkata Knight Riders,Rajasthan Royals,RR won by 6 wickets (with 7 balls remaining),133,9,134,4
https://www.espncricinfo.com/ci/engine/match/1254078.html,Kolkata Knight Riders,field,Indian Premier League,night,Punjab Kings,Kolkata Knight Riders,KKR won by 5 wickets (with 20 balls remaining),123,9,126,5
https://www.espncricinfo.com/ci/engine/match/1254082.html,Delhi Capitals,field,Indian Premier League,night,Kolkata Knight Riders,Delhi Capitals,DC won by 7 wickets (with 21 balls remaining),154,6,156,3
https://www.espncricinfo.com/ci/engine/match/1247028.html,Islamabad United,field,Pakistan Super League,night,Quetta Gladiators,Islamabad United,United won by 10 wickets (with 60 balls remaining),133,10,137,0
https://www.espncricinfo.com/ci/engine/match/1254087.html,Royal Challengers Bangalore,bat,Indian Premier League,night,Royal Challengers Bangalore,Kolkata Knight Riders,KKR won by 9 wickets (with 60 balls remaining),92,10,94,1
https://www.espncricinfo.com/ci/engine/match/1269644.html,Sydney Thunder,field,Big Bash League,night,Melbourne Stars,Sydney Thunder,Stars won by 4 runs,165,4,161,5
https://www.espncricinfo.com/ci/engine/match/1269647.html,Melbourne Stars,field,Big Bash League,night,Sydney Thunder,Melbourne Stars,Stars won by 6 wickets (with 17 balls remaining),151,5,155,4
https://www.espncricinfo.com/ci/engine/match/1269650.html,Sydney Sixers,field,Big Bash League,night,Melbourne Stars,Sydney Sixers,Sixers won by 7 wickets (with 2 balls remaining),177,5,182,3
https://www.espncricinfo.com/ci/engine/match/1269656.html,Hobart Hurricanes,bat,Big Bash League,daynight,Hobart Hurricanes,Melbourne Stars,Hurricanes won by 24 runs,180,6,156,9
https://www.espncricinfo.com/ci/engine/match/1296686.html,Khulna Tigers,field,Bangladesh Premier League,night,Minister Group Dhaka,Khulna Tigers,Khulna won by 5 wickets (with 6 balls remaining),183,6,186,5
https://www.espncricinfo.com/ci/engine/match/1296689.html,Minister Group Dhaka,field,Bangladesh Premier League,day,Fortune Barishal,Minister Group Dhaka,Dhaka won by 4 wickets (with 15 balls remaining),129,8,130,6
https://www.espncricinfo.com/ci/engine/match/1296691.html,Sylhet Sunrisers,field,Bangladesh Premier League,day,Minister Group Dhaka,Sylhet Sunrisers,Sunrisers won by 7 wickets (with 18 balls remaining),100,10,101,3
https://www.espncricinfo.com/ci/engine/match/1296699.html,Comilla Victorians,field,Bangladesh Premier League,day,Minister Group Dhaka,Comilla Victorians,Dhaka won by 50 runs,181,6,131,10
https://www.espncricinfo.com/ci/engine/match/1304071.html,Sunrisers Hyderabad,field,Indian Premier League,night,Kolkata Knight Riders,Sunrisers Hyderabad,SRH won by 7 wickets (with 13 balls remaining),175,8,176,3
https://www.espncricinfo.com/ci/engine/match/1304076.html,Kolkata Knight Riders,field,Indian Premier League,night,Rajasthan Royals,Kolkata Knight Riders,RR won by 7 runs,217,5,210,10
https://www.espncricinfo.com/ci/engine/match/1299173.html,Northern Superchargers (Men),field,The Hundred Men's Competition,night,Originals,N S-Chargers,N S-Chargers won by 6 wickets (with 6 balls remaining),161,4,162,4
https://www.espncricinfo.com/ci/engine/match/1299176.html,London Spirit (Men),bat,The Hundred Men's Competition,night,London Spirit (Men),Manchester Originals (Men),Spirit won by 52 runs,160,6,108,10
https://www.espncricinfo.com/ci/engine/match/1299181.html,Trent Rockets (Men),field,The Hundred Men's Competition,day,Manchester Originals (Men),Trent Rockets (Men),Rockets won by 8 wickets (with 6 balls remaining),189,3,193,2
https://www.espncricinfo.com/ci/engine/match/1299186.html,Welsh Fire (Men),field,The Hundred Men's Competition,night,Manchester Originals (Men),Welsh Fire (Men),Originals won by 47 runs,149,9,102,10
https://www.espncricinfo.com/ci/engine/match/1299191.html,Northern Superchargers (Men),field,The Hundred Men's Competition,night,Originals,N S-Chargers,Originals won by 23 runs,208,5,185,7
https://www.espncricinfo.com/ci/engine/match/1323145.html,Trinbago Knight Riders,field,Caribbean Premier League,day,St Lucia Kings,Trinbago Knight Riders,Trinbago won by 3 wickets (with 4 balls remaining),143,9,148,7
https://www.espncricinfo.com/ci/engine/match/1323161.html,Guyana Amazon Warriors,field,Caribbean Premier League,night,Trinbago Knight Riders,Guyana Amazon Warriors,Trinbago won by 26 runs,150,8,124,10
https://www.espncricinfo.com/ci/engine/match/1323166.html,Trinbago Knight Riders,field,Caribbean Premier League,night,St Lucia Kings,Trinbago Knight Riders,Kings won by 1 run,147,6,146,6
https://www.espncricinfo.com/ci/engine/match/1323169.html,St Kitts and Nevis Patriots,bat,Caribbean Premier League,day,St Kitts and Nevis Patriots,Trinbago Knight Riders,Patriots won by 7 runs,163,6,156,7
https://www.espncricinfo.com/ci/engine/match/1324626.html,Brisbane Heat,field,Big Bash League,night,Melbourne Renegades,Brisbane Heat,Renegades won by 22 runs,166,7,144,6
https://www.espncricinfo.com/ci/engine/match/1324630.html,Sydney Thunder,bat,Big Bash League,night,Sydney Thunder,Melbourne Renegades,Renegades won by 4 wickets (with 1 ball remaining),174,6,175,6
https://www.espncricinfo.com/ci/engine/match/1324633.html,Brisbane Heat,bat,Big Bash League,night,Brisbane Heat,Melbourne Renegades,Renegades won by 4 wickets (with 4 balls remaining),137,8,139,6
https://www.espncricinfo.com/ci/engine/match/1351089.html,Comilla Victorians,field,Bangladesh Premier League,night,Fortune Barishal,Comilla Victorians,Victorians won by 5 wickets (with 9 balls remaining),121,10,122,5
https://www.espncricinfo.com/ci/engine/match/1369566.html,Trinbago Knight Riders,field,Caribbean Premier League,day,St Lucia Kings,Trinbago Knight Riders,Kings won by 54 runs,167,5,113,10
https://www.espncricinfo.com/ci/engine/match/1369569.html,Trinbago Knight Riders,field,Caribbean Premier League,night,St Kitts and Nevis Patriots,Trinbago Knight Riders,Trinbago won by 6 wickets (with 17 balls remaining),178,5,180,4
https://www.espncricinfo.com/ci/engine/match/1369574.html,Jamaica Tallawahs,field,Caribbean Premier League,day,Trinbago Knight Riders,Jamaica Tallawahs,Trinbago won by 2 runs,142,8,140,7
https://www.espncricinfo.com/ci/engine/match/1369576.html,Guyana Amazon Warriors,field,Caribbean Premier League,night,Trinbago Knight Riders,Guyana Amazon Warriors,Amazon won by 6 wickets (with 5 balls remaining),172,8,175,4
https://www.espncricinfo.com/ci/engine/match/1369579.html,Trinbago Knight Riders,field,Caribbean Premier League,night,Jamaica Tallawahs,Trinbago Knight Riders,Trinbago won by 7 wickets (with 16 balls remaining),154,8,155,3
https://www.espncricinfo.com/ci/engine/match/1369581.html,Trinbago Knight Riders,field,Caribbean Premier League,night,St Lucia Kings,Trinbago Knight Riders,Trinbago won by 7 wickets (with 7 balls remaining),167,3,169,3
https://www.espncricinfo.com/ci/engine/match/1369589.html,Trinbago Knight Riders,field,Caribbean Premier League,night,Guyana Amazon Warriors,Trinbago Knight Riders,Trinbago won by 7 wickets (with 11 balls remaining),166,7,167,3
https://www.espncricinfo.com/ci/engine/match/1369591.html,Guyana Amazon Warriors,field,Caribbean Premier League,night,Trinbago Knight Riders,Guyana Amazon Warriors,Amazon won by 9 wickets (with 36 balls remaining),94,10,99,1
https://www.espncricinfo.com/ci/engine/match/1406894.html,MI Emirates,field,International League T20,night,Abu Dhabi Knight Riders,MI Emirates,MI Emirates won by 9 wickets (with 71 balls remaining),95,10,96,1
https://www.espncricinfo.com/ci/engine/match/1406898.html,Abu Dhabi Knight Riders,field,International League T20,daynight,Desert Vipers,Abu Dhabi Knight Riders,KnightRiders won by 6 wickets (with 16 balls remaining),154,8,160,4
https://www.espncricinfo.com/ci/engine/match/1406900.html,MI Emirates,field,International League T20,daynight,Abu Dhabi Knight Riders,MI Emirates,MI Emirates won by 8 wickets (with 6 balls remaining),188,5,189,2
https://www.espncricinfo.com/ci/engine/match/1406904.html,Abu Dhabi Knight Riders,field,International League T20,night,Gulf Giants,Abu Dhabi Knight Riders,KnightRiders won by 6 wickets (with 10 balls remaining),161,6,164,4
https://www.espncricinfo.com/ci/engine/match/1432727.html,Texas Super Kings,field,Major League Cricket,night,Los Angeles Knight Riders,Texas Super Kings,Los Angeles won by 12 runs,162,7,150,8
https://www.espncricinfo.com/ci/engine/match/1432729.html,San Francisco Unicorns,field,Major League Cricket,night,Los Angeles Knight Riders,San Francisco Unicorns,SF won by 6 wickets (with 28 balls remaining),165,6,166,4
https://www.espncricinfo.com/ci/engine/match/1432736.html,Washington Freedom,field,Major League Cricket,daynight,Los Angeles Knight Riders,Washington Freedom,Washington won by 8 wickets (with 24 balls remaining),129,10,130,2
https://www.espncricinfo.com/ci/engine/match/1432744.html,MI New York,field,Major League Cricket,night,Los Angeles Knight Riders,MI New York,New York won by 4 wickets (with 18 balls remaining),130,10,134,6
https://www.espncricinfo.com/ci/engine/match/1417791.html,London Spirit (Men),bat,The Hundred Men's Competition,night,London Spirit (Men),Southern Brave (Men),Brave won by 7 wickets (with 11 balls remaining),138,9,139,3
https://www.espncricinfo.com/ci/engine/match/1417799.html,London Spirit (Men),field,The Hundred Men's Competition,day,Welsh Fire (Men),London Spirit (Men),Spirit won by 3 wickets (with 13 balls remaining),94,9,96,7
https://www.espncricinfo.com/ci/engine/match/1417812.html,London Spirit (Men),field,The Hundred Men's Competition,night,Manchester Originals (Men),London Spirit (Men),Originals won by 12 runs,135,5,123,5
https://www.espncricinfo.com/ci/engine/match/1417818.html,Northern Superchargers (Men),field,The Hundred Men's Competition,night,Spirit,N S-Chargers,N S-Chargers won by 21 runs (DLS method),111,8,64,1
https://www.espncricinfo.com/ci/engine/match/1428685.html,Trinbago Knight Riders,field,Caribbean Premier League,night,Antigua and Barbuda Falcons,Trinbago Knight Riders,Falcons won by 6 runs,176,6,170,9
https://www.espncricinfo.com/ci/engine/match/1428697.html,Antigua and Barbuda Falcons,field,Caribbean Premier League,night,Trinbago Knight Riders,Antigua and Barbuda Falcons,Falcons won by 6 wickets (with 6 balls remaining),134,8,135,4
https://www.espncricinfo.com/ci/engine/match/1428703.html,Trinbago Knight Riders,field,Caribbean Premier League,day,St Lucia Kings,Trinbago Knight Riders,Kings won by 80 runs,218,6,138,10
https://www.espncricinfo.com/ci/engine/match/1462174.html,Desert Vipers,field,International League T20,day,Abu Dhabi Knight Riders,Desert Vipers,Vipers won by 7 wickets (with 8 balls remaining),166,5,168,3
https://www.espncricinfo.com/ci/engine/match/1462178.html,Sharjah Warriorz,field,International League T20,night,Abu Dhabi Knight Riders,Sharjah Warriorz,KnightRiders won by 30 runs,159,5,129,10
https://www.espncricinfo.com/ci/engine/match/1462181.html,Desert Vipers,bat,International League T20,day,Desert Vipers,Abu Dhabi Knight Riders,Vipers won by 53 runs,193,5,140,10
https://www.espncricinfo.com/ci/engine/match/1462184.html,Gulf Giants,field,International League T20,night,Abu Dhabi Knight Riders,Gulf Giants,KnightRiders won by 37 runs,176,9,139,8
https://www.espncricinfo.com/ci/engine/match/1462186.html,Abu Dhabi Knight Riders,field,International League T20,night,MI Emirates,Abu Dhabi Knight Riders,MI Emirates won by 28 runs,186,6,158,9
https://www.espncricinfo.com/ci/engine/match/1462189.html,MI Emirates,field,International League T20,night,Abu Dhabi Knight Riders,MI Emirates,KnightRiders won by 42 runs,182,7,140,6
https://www.espncricinfo.com/ci/engine/match/1462192.html,Dubai Capitals,field,International League T20,day,Abu Dhabi Knight Riders,Dubai Capitals,DC won by 8 wickets (with 1 ball remaining),203,4,207,2
https://www.espncricinfo.com/ci/engine/match/1462197.html,Sharjah Warriorz,field,International League T20,night,Abu Dhabi Knight Riders,Sharjah Warriorz,Warriorz won by 4 wickets (with 6 balls remaining),161,8,162,6
https://www.espncricinfo.com/ci/engine/match/1462199.html,Gulf Giants,field,International League T20,night,Abu Dhabi Knight Riders,Gulf Giants,Giants won by 7 wickets (with 13 balls remaining),123,7,124,3
https://www.espncricinfo.com/ci/engine/match/1459579.html,Rangpur Riders,bat,Bangladesh Premier League,day,Rangpur Riders,Khulna Tigers,Khulna won by 9 wickets (with 58 balls remaining),85,10,89,1
https://www.espncricinfo.com/ci/engine/match/540174.html,West Indies,bat,Australia tour of West Indies,day,West Indies,Australia,West Indies won by 14 runs,160,10,146,9
https://www.espncricinfo.com/ci/engine/match/533279.html,West Indies,bat,ICC World Twenty20,night,West Indies,Australia,Australia won by 17 runs (D/L method),191,8,100,1
https://www.espncricinfo.com/ci/engine/match/645645.html,West Indies,bat,Pakistan tour of West Indies,day,West Indies,Pakistan,Pakistan won by 2 wickets (with 0 balls remaining),152,7,158,8
https://www.espncricinfo.com/ci/engine/match/645647.html,Pakistan,bat,Pakistan tour of West Indies,day,Pakistan,West Indies,Pakistan won by 11 runs,135,7,124,9
https://www.espncricinfo.com/ci/engine/match/1050217.html,Pakistan,field,West Indies tour of United Arab Emirates,night,West Indies,Pakistan,Pakistan won by 9 wickets (with 34 balls remaining),115,10,116,1
https://www.espncricinfo.com/ci/engine/match/1050219.html,West Indies,field,West Indies tour of United Arab Emirates,night,Pakistan,West Indies,Pakistan won by 16 runs,160,4,144,9
https://www.espncricinfo.com/ci/engine/match/1085496.html,Pakistan,field,Pakistan tour of West Indies,day,West Indies,Pakistan,Pakistan won by 7 wickets (with 6 balls remaining),124,8,127,3
https://www.espncricinfo.com/ci/engine/match/488483.html,Trinidad & Tobago,bat,Caribbean T20,night,Trinidad & Tobago,Barbados,Trinidad & T won by 51 runs,166,7,115,9
https://www.espncricinfo.com/ci/engine/match/521331.html,Trinidad & Tobago,bat,Nokia Champions League T20,night,Trinidad & Tobago,Mumbai Indians,MI won by 1 wicket (with 0 balls remaining),98,10,99,9
https://www.espncricinfo.com/ci/engine/match/521342.html,Cape Cobras,bat,Nokia Champions League T20,daynight,Cape Cobras,Trinidad & Tobago,Trinidad & T won by 2 wickets (with 2 balls remaining),137,4,138,8
https://www.espncricinfo.com/ci/engine/match/538732.html,Windward Islands,bat,Caribbean T20,day,Windward Islands,Trinidad & Tobago,Windward Is won by 11 runs,129,4,118,9
https://www.espncricinfo.com/ci/engine/match/574253.html,Kolkata Knight Riders,field,Champions League Twenty20,daynight,Delhi Daredevils,Kolkata Knight Riders,Daredevils won by 52 runs,160,8,108,7
https://www.espncricinfo.com/ci/engine/match/571240.html,Perth Scorchers,field,Big Bash League,night,Sydney Sixers,Perth Scorchers,Scorchers won by 7 wickets (with 4 balls remaining),113,9,114,3
https://www.espncricinfo.com/ci/engine/match/571248.html,Hobart Hurricanes,field,Big Bash League,night,Sydney Sixers,Hobart Hurricanes,Hurricanes won by 7 wickets (with 1 ball remaining),154,8,158,3
https://www.espncricinfo.com/ci/engine/match/598008.html,Royal Challengers Bangalore,field,Indian Premier League,daynight,Kolkata Knight Riders,Royal Challengers Bangalore,RCB won by 8 wickets (with 15 balls remaining),154,8,158,2
https://www.espncricinfo.com/ci/engine/match/598016.html,Kolkata Knight Riders,field,Indian Premier League,daynight,Kings XI Punjab,Kolkata Knight Riders,Kings XI won by 4 runs,157,9,153,9
https://www.espncricinfo.com/ci/engine/match/598022.html,Kolkata Knight Riders,bat,Indian Premier League,daynight,Kolkata Knight Riders,Chennai Super Kings,CSK won by 4 wickets (with 5 balls remaining),119,9,124,6
https://www.espncricinfo.com/ci/engine/match/598069.html,Kolkata Knight Riders,bat,Indian Premier League,night,Kolkata Knight Riders,Sunrisers Hyderabad,SRH won by 5 wickets (with 7 balls remaining),130,7,132,5
https://www.espncricinfo.com/ci/engine/match/635227.html,Guyana Amazon Warriors,bat,Caribbean Premier League,day,Guyana Amazon Warriors,Barbados Tridents,Amazon won by 27 runs,149,9,122,10
