MatchLink,TossWonTeam,TossResult,Series,MatchTime,Team1,Team2,Result,Team1Score,Team1Wickets,Team2Score,Team2Wickets
https://www.espncricinfo.com/ci/engine/match/763595.html,Dolphins,bat,Champions League Twenty20,daynight,Dolphins,Perth Scorchers,Scorchers won by 6 wickets (with 0 balls remaining),164,7,165,4
https://www.espncricinfo.com/ci/engine/match/763625.html,Perth Scorchers,field,Champions League Twenty20,daynight,Lahore Lions,Perth Scorchers,Scorchers won by 3 wickets (with 6 balls remaining),124,6,130,7
https://www.espncricinfo.com/ci/engine/match/897705.html,Perth Scorchers,bat,Big Bash League,day,Perth Scorchers,Adelaide Strikers,Strikers won by 4 wickets (with 5 balls remaining),151,6,152,6
https://www.espncricinfo.com/ci/engine/match/1023589.html,Adelaide Strikers,field,Big Bash League,night,Perth Scorchers,Adelaide Strikers,Scorchers won by 48 runs,197,7,149,9
https://www.espncricinfo.com/ci/engine/match/1023593.html,Perth Scorchers,bat,Big Bash League,night,Perth Scorchers,Sydney Sixers,Sixers won by 6 wickets (with 12 balls remaining),130,8,132,4
https://www.espncricinfo.com/ci/engine/match/1023613.html,Perth Scorchers,bat,Big Bash League,night,Perth Scorchers,Brisbane Heat,Heat won by 9 wickets (with 32 balls remaining),173,6,174,1
https://www.espncricinfo.com/ci/engine/match/1114896.html,Perth Scorchers,field,Big Bash League,day,Hobart Hurricanes,Perth Scorchers,Hurricanes won by 71 runs,210,4,139,10
https://www.espncricinfo.com/ci/engine/match/1152512.html,Melbourne Renegades,field,Big Bash League,night,Perth Scorchers,Melbourne Renegades,Renegades won by 4 wickets (with 28 balls remaining),103,10,107,6
https://www.espncricinfo.com/ci/engine/match/1152531.html,Brisbane Heat,field,Big Bash League,night,Perth Scorchers,Brisbane Heat,Heat won by 5 wickets (with 10 balls remaining),135,6,139,5
https://www.espncricinfo.com/ci/engine/match/1152551.html,Sydney Thunder,field,Big Bash League,night,Perth Scorchers,Sydney Thunder,Thunder won by 6 wickets (with 4 balls remaining),181,4,182,4
https://www.espncricinfo.com/ci/engine/match/1152553.html,Perth Scorchers,field,Big Bash League,night,Melbourne Renegades,Perth Scorchers,Renegades won by 78 runs,157,5,79,10
https://www.espncricinfo.com/ci/engine/match/1152558.html,Brisbane Heat,field,Big Bash League,night,Perth Scorchers,Brisbane Heat,Heat won by 6 wickets (with 15 balls remaining),128,9,130,4
https://www.espncricinfo.com/ci/engine/match/1152561.html,Melbourne Stars,field,Big Bash League,night,Perth Scorchers,Melbourne Stars,Scorchers won by 27 runs,182,3,155,9
https://www.espncricinfo.com/ci/engine/match/1226831.html,Sydney Thunder,field,Big Bash League,night,Perth Scorchers,Sydney Thunder,Thunder won by 7 wickets (with 3 balls remaining),152,5,156,3
https://www.espncricinfo.com/ci/engine/match/1269661.html,Perth Scorchers,field,Big Bash League,night,Sydney Thunder,Perth Scorchers,Thunder won by 34 runs,200,7,166,8
https://www.espncricinfo.com/ci/engine/match/1269690.html,Brisbane Heat,bat,Big Bash League,night,Brisbane Heat,Perth Scorchers,Scorchers won by 6 wickets (with 8 balls remaining),155,7,156,4
https://www.espncricinfo.com/ci/engine/match/1269695.html,Perth Scorchers,bat,Big Bash League,day,Perth Scorchers,Sydney Sixers,Scorchers won by 48 runs,189,3,141,10
https://www.espncricinfo.com/ci/engine/match/1269698.html,Sydney Sixers,field,Big Bash League,night,Perth Scorchers,Sydney Sixers,Scorchers won by 79 runs,171,6,92,10
https://www.espncricinfo.com/ci/engine/match/1446016.html,Sikkim,bat,Syed Mushtaq Ali Trophy,day,Sikkim,Uttarakhand,Uttarakhand won by 8 wickets (with 77 balls remaining),86,7,90,2
https://www.espncricinfo.com/ci/engine/match/1201992.html,Tshwane Spartans,bat,Mzansi Super League,daynight,Tshwane Spartans,Nelson Mandela Bay Giants,Giants won by 6 wickets (with 2 balls remaining),188,5,189,4
https://www.espncricinfo.com/ci/engine/match/1202000.html,Nelson Mandela Bay Giants,field,Mzansi Super League,daynight,Tshwane Spartans,Nelson Mandela Bay Giants,Spartans won by 22 runs,166,4,144,8
https://www.espncricinfo.com/ci/engine/match/1410399.html,Northamptonshire,bat,Vitality Blast,daynight,Northamptonshire,Worcestershire,Northants won by 6 runs,169,4,163,9
https://www.espncricinfo.com/ci/engine/match/1444771.html,Lions,bat,CSA T20 Challenge,daynight,Lions,Warriors,LIONS won by 62 runs,239,4,177,6
https://www.espncricinfo.com/ci/engine/match/1444773.html,Knights,bat,CSA T20 Challenge,day,Knights,Warriors,Knights won by 16 runs,166,9,150,6
https://www.espncricinfo.com/ci/engine/match/1160572.html,Paktia Panthers,bat,Afghanistan Premier League,daynight,Paktia Panthers,Nangarhar Leopards,Panthers won by 21 runs,184,8,163,6
https://www.espncricinfo.com/ci/engine/match/1296709.html,Khulna Tigers,bat,Bangladesh Premier League,day,Khulna Tigers,Minister Group Dhaka,Dhaka won by 5 wickets (with 4 balls remaining),129,8,131,5
https://www.espncricinfo.com/ci/engine/match/1296712.html,Minister Group Dhaka,bat,Bangladesh Premier League,night,Minister Group Dhaka,Fortune Barishal,Barishal won by 8 wickets (with 27 balls remaining),128,9,129,2
https://www.espncricinfo.com/ci/engine/match/1351061.html,Rangpur Riders,field,Bangladesh Premier League,night,Khulna Tigers,Rangpur Riders,Rangpur won by 4 wickets (with 3 balls remaining),130,10,131,6
https://www.espncricinfo.com/ci/engine/match/1351066.html,Khulna Tigers,field,Bangladesh Premier League,daynight,Rangpur Riders,Khulna Tigers,Khulna won by 9 wickets (with 10 balls remaining),129,10,130,1
https://www.espncricinfo.com/ci/engine/match/1351072.html,Chattogram Challengers,field,Bangladesh Premier League,daynight,Rangpur Riders,Chattogram Challengers,Rangpur won by 55 runs,179,6,124,10
https://www.espncricinfo.com/ci/engine/match/1351076.html,Rangpur Riders,field,Bangladesh Premier League,daynight,Sylhet Strikers,Rangpur Riders,Rangpur won by 6 wickets (with 26 balls remaining),92,9,93,4
https://www.espncricinfo.com/ci/engine/match/1351080.html,Rangpur Riders,field,Bangladesh Premier League,daynight,Dhaka Dominators,Rangpur Riders,Rangpur won by 5 wickets (with 6 balls remaining),144,5,146,5
https://www.espncricinfo.com/ci/engine/match/1351085.html,Rangpur Riders,field,Bangladesh Premier League,night,Dhaka Dominators,Rangpur Riders,Rangpur won by 2 wickets (with 3 balls remaining),130,8,133,8
https://www.espncricinfo.com/ci/engine/match/1412276.html,Fortune Barishal,field,Bangladesh Premier League,day,Rangpur Riders,Fortune Barishal,Barishal won by 5 wickets (with 5 balls remaining),134,9,138,5
https://www.espncricinfo.com/ci/engine/match/1412280.html,Rangpur Riders,field,Bangladesh Premier League,day,Sylhet Strikers,Rangpur Riders,Rangpur won by 4 wickets (with 10 balls remaining),120,8,125,6
https://www.espncricinfo.com/ci/engine/match/1412282.html,Rangpur Riders,field,Bangladesh Premier League,day,Khulna Tigers,Rangpur Riders,Khulna won by 28 runs,160,6,132,10
https://www.espncricinfo.com/ci/engine/match/1412285.html,Durdanto Dhaka,field,Bangladesh Premier League,night,Rangpur Riders,Durdanto Dhaka,Rangpur won by 79 runs,183,8,104,10
https://www.espncricinfo.com/ci/engine/match/1412288.html,Rangpur Riders,bat,Bangladesh Premier League,day,Rangpur Riders,Comilla Victorians,Rangpur won by 8 runs,165,5,157,6
https://www.espncricinfo.com/ci/engine/match/1412293.html,Sylhet Strikers,field,Bangladesh Premier League,night,Rangpur Riders,Sylhet Strikers,Rangpur won by 77 runs,162,7,85,10
https://www.espncricinfo.com/ci/engine/match/1412294.html,Durdanto Dhaka,field,Bangladesh Premier League,day,Rangpur Riders,Durdanto Dhaka,Rangpur won by 60 runs,175,4,115,10
https://www.espncricinfo.com/ci/engine/match/1428462.html,Jaffna Kings,field,Lanka Premier League,daynight,Dambulla Sixers,Jaffna Kings,Jaffna won by 4 wickets (with 0 balls remaining),191,2,197,6
https://www.espncricinfo.com/ci/engine/match/1428464.html,Jaffna Kings,field,Lanka Premier League,night,Galle Marvels,Jaffna Kings,Jaffna won by 5 wickets (with 2 balls remaining),187,5,191,5
https://www.espncricinfo.com/ci/engine/match/1428466.html,Dambulla Sixers,field,Lanka Premier League,night,Jaffna Kings,Dambulla Sixers,Jaffna won by 30 runs,218,5,188,8
https://www.espncricinfo.com/ci/engine/match/1428469.html,Kandy Falcons,field,Lanka Premier League,daynight,Jaffna Kings,Kandy Falcons,Kandy won by 7 wickets (with 10 balls remaining),224,7,230,3
https://www.espncricinfo.com/ci/engine/match/1428479.html,Galle Marvels,field,Lanka Premier League,daynight,Jaffna Kings,Galle Marvels,Galle won by 7 wickets (with 11 balls remaining),177,7,181,3
https://www.espncricinfo.com/ci/engine/match/1446799.html,Amo Sharks,field,Shpageeza Cricket League,day,Boost Defenders,Amo Sharks,AMSKS won by 6 wickets (with 18 balls remaining),145,5,149,4
https://www.espncricinfo.com/ci/engine/match/1446803.html,Boost Defenders,field,Shpageeza Cricket League,day,Amo Sharks,Boost Defenders,AMSKS won by 11 runs,146,8,135,9
https://www.espncricinfo.com/ci/engine/match/1446805.html,Mis Ainak Knights,field,Shpageeza Cricket League,day,Amo Sharks,Mis Ainak Knights,AMSKS won by 25 runs,190,5,165,8
https://www.espncricinfo.com/ci/engine/match/1263475.html,Australia,bat,Sri Lanka tour of Australia,daynight,Australia,Sri Lanka,Sri Lanka won by 5 wickets (with 1 ball remaining),154,6,155,5
https://www.espncricinfo.com/ci/engine/match/1288316.html,Australia,field,Australia tour of Pakistan,night,Pakistan,Australia,Australia won by 3 wickets (with 5 balls remaining),162,8,163,7
https://www.espncricinfo.com/ci/engine/match/1114862.html,Melbourne Stars,field,Big Bash League,daynight,Perth Scorchers,Melbourne Stars,Scorchers won by 13 runs,142,6,129,8
https://www.espncricinfo.com/ci/engine/match/1114865.html,Perth Scorchers,field,Big Bash League,night,Melbourne Renegades,Perth Scorchers,Scorchers won by 3 wickets (with 6 balls remaining),130,9,133,7
https://www.espncricinfo.com/ci/engine/match/1250251.html,Leicestershire,field,Vitality Blast,night,Derbyshire,Leicestershire,Derbyshire won by 23 runs,209,6,186,10
https://www.espncricinfo.com/ci/engine/match/1250258.html,Leicestershire,bat,Vitality Blast,day,Leicestershire,Durham,Durham won by 2 wickets (with 6 balls remaining),168,9,170,8
https://www.espncricinfo.com/ci/engine/match/1250269.html,Leicestershire,field,Vitality Blast,night,Birmingham Bears,Leicestershire,Bears won by 35 runs,190,7,155,10
https://www.espncricinfo.com/ci/engine/match/1250288.html,Leicestershire,bat,Vitality Blast,day,Leicestershire,Northamptonshire,Leics won by 34 runs,200,2,166,7
https://www.espncricinfo.com/ci/engine/match/1250292.html,Derbyshire,field,Vitality Blast,night,Leicestershire,Derbyshire,Leics won by 42 runs,174,8,132,10
https://www.espncricinfo.com/ci/engine/match/1250311.html,Worcestershire,field,Vitality Blast,day,Leicestershire,Worcestershire,Worcs won by 7 wickets (with 5 balls remaining),156,7,157,3
https://www.espncricinfo.com/ci/engine/match/1250319.html,Leicestershire,bat,Vitality Blast,night,Leicestershire,Northamptonshire,Northants won by 5 wickets (with 10 balls remaining),138,10,141,5
https://www.espncricinfo.com/ci/engine/match/1250327.html,Nottinghamshire,field,Vitality Blast,day,Leicestershire,Nottinghamshire,Notts won by 6 wickets (with 13 balls remaining),154,10,156,4
https://www.espncricinfo.com/ci/engine/match/1250332.html,Leicestershire,field,Vitality Blast,night,Durham,Leicestershire,Leics won by 8 wickets (with 4 balls remaining) (D/L method),115,4,88,2
https://www.espncricinfo.com/ci/engine/match/1250352.html,Leicestershire,field,Vitality Blast,night,Nottinghamshire,Leicestershire,Leics won by 2 wickets (with 2 balls remaining),173,10,177,8
https://www.espncricinfo.com/ci/engine/match/1250361.html,Worcestershire,bat,Vitality Blast,night,Worcestershire,Leicestershire,Leics won by 7 wickets (with 13 balls remaining),169,6,171,3
https://www.espncricinfo.com/ci/engine/match/1252675.html,London Spirit (Men),field,The Hundred Men's Competition,night,Trent Rockets (Men),London Spirit (Men),Rockets won by 7 runs,123,4,116,8
https://www.espncricinfo.com/ci/engine/match/1324656.html,Perth Scorchers,field,Big Bash League,night,Brisbane Heat,Perth Scorchers,Scorchers won by 7 wickets (with 21 balls remaining),171,9,173,3
https://www.espncricinfo.com/ci/engine/match/1324660.html,Perth Scorchers,field,Big Bash League,night,Brisbane Heat,Perth Scorchers,Scorchers won by 8 wickets (with 22 balls remaining),155,6,157,2
https://www.espncricinfo.com/ci/engine/match/1324666.html,Perth Scorchers,field,Big Bash League,night,Sydney Sixers,Perth Scorchers,Sixers won by 6 runs,151,5,145,7
https://www.espncricinfo.com/ci/engine/match/1324671.html,Adelaide Strikers,bat,Big Bash League,night,Adelaide Strikers,Perth Scorchers,Scorchers won by 7 wickets (with 53 balls remaining),92,10,94,3
https://www.espncricinfo.com/ci/engine/match/1324675.html,Melbourne Renegades,field,Big Bash League,night,Perth Scorchers,Melbourne Renegades,Scorchers won by 10 runs,212,5,202,5
https://www.espncricinfo.com/ci/engine/match/1324681.html,Sydney Sixers,bat,Big Bash League,night,Sydney Sixers,Perth Scorchers,Scorchers won by 7 wickets (with 9 balls remaining),151,8,154,3
https://www.espncricinfo.com/ci/engine/match/1324684.html,Brisbane Heat,bat,Big Bash League,night,Brisbane Heat,Perth Scorchers,Scorchers won by 5 wickets (with 4 balls remaining),175,7,178,5
https://www.espncricinfo.com/ci/engine/match/1386100.html,Perth Scorchers,field,Big Bash League,night,Melbourne Stars,Perth Scorchers,Scorchers won by 7 wickets (with 37 balls remaining),101,10,102,3
https://www.espncricinfo.com/ci/engine/match/1386120.html,Adelaide Strikers,field,Big Bash League,night,Perth Scorchers,Adelaide Strikers,Strikers won by 9 wickets (with 23 balls remaining),153,7,154,1
https://www.espncricinfo.com/ci/engine/match/1386123.html,Perth Scorchers,field,Big Bash League,night,Sydney Thunder,Perth Scorchers,Scorchers won by 7 wickets (with 5 balls remaining),137,8,140,3
https://www.espncricinfo.com/ci/engine/match/1386125.html,Brisbane Heat,bat,Big Bash League,night,Brisbane Heat,Perth Scorchers,Heat won by 23 runs,191,6,168,9
https://www.espncricinfo.com/ci/engine/match/1386132.html,Perth Scorchers,bat,Big Bash League,daynight,Perth Scorchers,Sydney Sixers,Sixers won by 3 wickets (with 0 balls remaining),197,4,201,7
https://www.espncricinfo.com/ci/engine/match/1386135.html,Perth Scorchers,field,Big Bash League,night,Adelaide Strikers,Perth Scorchers,Strikers won by 50 runs,155,7,105,10
https://www.espncricinfo.com/ci/engine/match/1443063.html,Hobart Hurricanes,field,Big Bash League,daynight,Perth Scorchers,Hobart Hurricanes,Hurricanes won by 8 wickets (with 4 balls remaining),155,6,156,2
https://www.espncricinfo.com/ci/engine/match/1446025.html,Nagaland,bat,Syed Mushtaq Ali Trophy,day,Nagaland,Kerala,Kerala won by 8 wickets (with 52 balls remaining),120,8,121,2
https://www.espncricinfo.com/ci/engine/match/1152544.html,Hobart Hurricanes,field,Big Bash League,night,Perth Scorchers,Hobart Hurricanes,Hurricanes won by 4 wickets (with 3 balls remaining),177,9,178,6
https://www.espncricinfo.com/ci/engine/match/1269668.html,Perth Scorchers,bat,Big Bash League,daynight,Perth Scorchers,Melbourne Stars,Scorchers won by 50 runs,180,8,130,10
https://www.espncricinfo.com/ci/engine/match/1269675.html,Perth Scorchers,bat,Big Bash League,night,Perth Scorchers,Sydney Sixers,Scorchers won by 10 runs,143,8,133,8
https://www.espncricinfo.com/ci/engine/match/1269673.html,Perth Scorchers,bat,Big Bash League,night,Perth Scorchers,Sydney Thunder,Thunder won by 6 wickets (with 6 balls remaining) (D/L method),133,9,137,4
https://www.espncricinfo.com/ci/engine/match/1269679.html,Sydney Sixers,bat,Big Bash League,night,Sydney Sixers,Perth Scorchers,Scorchers won by 5 wickets (with 6 balls remaining),151,4,152,5
https://www.espncricinfo.com/ci/engine/match/1269664.html,Perth Scorchers,bat,Big Bash League,day,Perth Scorchers,Melbourne Stars,Scorchers won by 47 runs,196,3,149,9
https://www.espncricinfo.com/ci/engine/match/1269686.html,Adelaide Strikers,field,Big Bash League,day,Perth Scorchers,Adelaide Strikers,Strikers won by 6 wickets (with 18 balls remaining),127,9,130,4
https://www.espncricinfo.com/ci/engine/match/1324662.html,Perth Scorchers,field,Big Bash League,night,Sydney Thunder,Perth Scorchers,Scorchers won by 9 wickets (with 43 balls remaining),111,10,112,1
https://www.espncricinfo.com/ci/engine/match/1443078.html,Sydney Thunder,field,Big Bash League,night,Perth Scorchers,Sydney Thunder,Thunder won by 4 wickets (with 0 balls remaining),177,4,179,6
https://www.espncricinfo.com/ci/engine/match/1443086.html,Perth Scorchers,field,Big Bash League,daynight,Sydney Sixers,Perth Scorchers,Sixers won by 14 runs,220,3,206,7
https://www.espncricinfo.com/ci/engine/match/1443089.html,Perth Scorchers,field,Big Bash League,night,Sydney Thunder,Perth Scorchers,Thunder won by 61 runs,158,7,97,10
https://www.espncricinfo.com/ci/engine/match/1443095.html,Perth Scorchers,field,Big Bash League,daynight,Adelaide Strikers,Perth Scorchers,Scorchers won by 5 wickets (with 22 balls remaining),161,10,163,5
https://www.espncricinfo.com/ci/engine/match/1072320.html,New Zealand,bat,Trans-Tasman Twenty20 Tri-Series,night,New Zealand,Australia,Australia won by 5 wickets (with 7 balls remaining),243,6,245,5
https://www.espncricinfo.com/ci/engine/match/1142915.html,Zimbabwe,field,ZIM T20 Tri SeriesAustralia tour of Zimbabwe,day,Australia,Zimbabwe,Australia won by 100 runs,229,2,129,9
https://www.espncricinfo.com/ci/engine/match/1142917.html,Australia,field,ZIM T20 Tri SeriesAustralia tour of Zimbabwe,day,Pakistan,Australia,Pakistan won by 45 runs,194,7,149,7
https://www.espncricinfo.com/ci/engine/match/1142918.html,Zimbabwe,bat,ZIM T20 Tri SeriesAustralia tour of Zimbabwe,day,Zimbabwe,Australia,Australia won by 5 wickets (with 1 ball remaining),151,9,154,5
https://www.espncricinfo.com/ci/engine/match/1142919.html,Australia,bat,ZIM T20 Tri SeriesAustralia tour of Zimbabwe,day,Australia,Pakistan,Pakistan won by 6 wickets (with 4 balls remaining),183,8,187,4
https://www.espncricinfo.com/ci/engine/match/571236.html,Melbourne Stars,field,Big Bash League,daynight,Perth Scorchers,Melbourne Stars,Stars won by 24 runs (D/L method),69,10,29,0
https://www.espncricinfo.com/ci/engine/match/571266.html,Brisbane Heat,bat,Big Bash League,daynight,Brisbane Heat,Perth Scorchers,Heat won by 34 runs,167,5,133,9
https://www.espncricinfo.com/ci/engine/match/654073.html,Brisbane Heat,bat,Big Bash League,night,Brisbane Heat,Melbourne Stars,Stars won by 3 wickets (with 2 balls remaining),144,7,149,7
https://www.espncricinfo.com/ci/engine/match/654085.html,Melbourne Stars,field,Big Bash League,night,Hobart Hurricanes,Melbourne Stars,Stars won by 5 wickets (with 5 balls remaining),131,9,135,5
https://www.espncricinfo.com/ci/engine/match/654095.html,Melbourne Stars,bat,Big Bash League,night,Melbourne Stars,Hobart Hurricanes,Hurricanes won by 7 wickets (with 11 balls remaining),141,8,142,3
https://www.espncricinfo.com/ci/engine/match/897697.html,Melbourne Stars,field,Big Bash League,night,Adelaide Strikers,Melbourne Stars,Strikers won by 19 runs,187,5,168,7
https://www.espncricinfo.com/ci/engine/match/897713.html,Sydney Sixers,bat,Big Bash League,night,Sydney Sixers,Melbourne Stars,Stars won by 5 wickets (with 8 balls remaining),139,6,143,5
https://www.espncricinfo.com/ci/engine/match/897725.html,Melbourne Stars,field,Big Bash League,night,Melbourne Renegades,Melbourne Stars,Stars won by 7 wickets (with 5 balls remaining),161,7,163,3
https://www.espncricinfo.com/ci/engine/match/897735.html,Melbourne Stars,field,Big Bash League,night,Hobart Hurricanes,Melbourne Stars,Stars won by 8 wickets (with 30 balls remaining),124,10,126,2
https://www.espncricinfo.com/ci/engine/match/897741.html,Melbourne Stars,field,Big Bash League,night,Melbourne Renegades,Melbourne Stars,Stars won by 8 wickets (with 12 balls remaining),155,6,156,2
https://www.espncricinfo.com/ci/engine/match/897751.html,Melbourne Stars,field,Big Bash League,night,Brisbane Heat,Melbourne Stars,Heat won by 56 runs,188,7,132,9
https://www.espncricinfo.com/ci/engine/match/897755.html,Perth Scorchers,field,Big Bash League,night,Melbourne Stars,Perth Scorchers,Stars won by 52 runs,146,9,94,10
https://www.espncricinfo.com/ci/engine/match/897761.html,Melbourne Stars,field,Big Bash League,night,Perth Scorchers,Melbourne Stars,Stars won by 7 wickets (with 11 balls remaining),139,7,140,3
https://www.espncricinfo.com/ci/engine/match/1023611.html,Sydney Thunder,field,Big Bash League,night,Melbourne Stars,Sydney Thunder,Thunder won by 6 wickets (with 0 balls remaining),166,8,168,4
https://www.espncricinfo.com/ci/engine/match/1023623.html,Melbourne Stars,field,Big Bash League,night,Adelaide Strikers,Melbourne Stars,Stars won by 2 wickets (with 3 balls remaining),152,8,153,8
https://www.espncricinfo.com/ci/engine/match/1023631.html,Perth Scorchers,bat,Big Bash League,night,Perth Scorchers,Melbourne Stars,Stars won by 7 wickets (with 16 balls remaining),134,7,137,3
https://www.espncricinfo.com/ci/engine/match/1023635.html,Melbourne Stars,bat,Big Bash League,night,Melbourne Stars,Brisbane Heat,Heat won by 7 wickets (with 11 balls remaining),138,7,139,3
https://www.espncricinfo.com/ci/engine/match/1023645.html,Perth Scorchers,field,Big Bash League,night,Melbourne Stars,Perth Scorchers,Scorchers won by 7 wickets (with 19 balls remaining),136,8,139,3
https://www.espncricinfo.com/ci/engine/match/1114857.html,Melbourne Stars,field,Big Bash League,night,Brisbane Heat,Melbourne Stars,Heat won by 15 runs,206,7,191,6
https://www.espncricinfo.com/ci/engine/match/1114870.html,Brisbane Heat,field,Big Bash League,night,Melbourne Stars,Brisbane Heat,Heat won by 9 wickets (with 32 balls remaining),141,7,144,1
https://www.espncricinfo.com/ci/engine/match/1114874.html,Melbourne Renegades,field,Big Bash League,night,Melbourne Stars,Melbourne Renegades,Renegades won by 6 wickets (with 13 balls remaining),157,4,159,4
https://www.espncricinfo.com/ci/engine/match/1114878.html,Melbourne Stars,bat,Big Bash League,night,Melbourne Stars,Adelaide Strikers,Strikers won by 8 wickets (with 8 balls remaining),151,6,152,2
https://www.espncricinfo.com/ci/engine/match/1127515.html,Kent,bat,Vitality Blast,night,Kent,Essex,Kent won by 28 runs,191,4,163,10
https://www.espncricinfo.com/ci/engine/match/1127529.html,Kent,bat,Vitality Blast,day,Kent,Gloucestershire,Gloucs won by 8 wickets (with 4 balls remaining),160,5,164,2
https://www.espncricinfo.com/ci/engine/match/1152517.html,Hobart Hurricanes,field,Big Bash League,daynight,Melbourne Stars,Hobart Hurricanes,Hurricanes won by 6 wickets (with 8 balls remaining),155,5,156,4
https://www.espncricinfo.com/ci/engine/match/1152520.html,Melbourne Stars,field,Big Bash League,night,Sydney Sixers,Melbourne Stars,Stars won by 5 wickets (with 31 balls remaining),130,9,132,5
https://www.espncricinfo.com/ci/engine/match/1152526.html,Melbourne Stars,field,Big Bash League,night,Melbourne Renegades,Melbourne Stars,Stars won by 7 wickets (with 13 balls remaining),148,9,151,3
https://www.espncricinfo.com/ci/engine/match/1152545.html,Melbourne Stars,field,Big Bash League,night,Melbourne Renegades,Melbourne Stars,Stars won by 6 wickets (with 4 balls remaining),121,10,124,4
https://www.espncricinfo.com/ci/engine/match/1152552.html,Brisbane Heat,field,Big Bash League,night,Melbourne Stars,Brisbane Heat,Stars won by 5 runs,134,8,129,8
https://www.espncricinfo.com/ci/engine/match/1152563.html,Brisbane Heat,field,Big Bash League,night,Melbourne Stars,Brisbane Heat,Heat won by 10 wickets (with 60 balls remaining),156,8,158,0
https://www.espncricinfo.com/ci/engine/match/1152566.html,Sydney Sixers,field,Big Bash League,day,Melbourne Stars,Sydney Sixers,Stars won by 94 runs,168,6,74,10
https://www.espncricinfo.com/ci/engine/match/1152569.html,Melbourne Stars,field,Big Bash League,day,Melbourne Renegades,Melbourne Stars,Renegades won by 13 runs,145,5,132,7
https://www.espncricinfo.com/ci/engine/match/1195577.html,Brisbane Heat,field,Big Bash League,daynight,Melbourne Stars,Brisbane Heat,Stars won by 22 runs,167,7,145,8
https://www.espncricinfo.com/ci/engine/match/1195591.html,Sydney Thunder,bat,Big Bash League,daynight,Sydney Thunder,Melbourne Stars,Stars won by 3 wickets (with 2 balls remaining),142,7,143,7
https://www.espncricinfo.com/ci/engine/match/1195594.html,Melbourne Stars,field,Big Bash League,daynight,Melbourne Renegades,Melbourne Stars,Stars won by 8 wickets (with 7 balls remaining),142,9,143,2
https://www.espncricinfo.com/ci/engine/match/1195600.html,Melbourne Stars,field,Big Bash League,daynight,Sydney Thunder,Melbourne Stars,Stars won by 6 wickets (with 13 balls remaining),145,5,148,4
https://www.espncricinfo.com/ci/engine/match/1195602.html,Melbourne Stars,field,Big Bash League,daynight,Melbourne Renegades,Melbourne Stars,Stars won by 7 wickets (with 8 balls remaining),168,7,169,3
https://www.espncricinfo.com/ci/engine/match/1195606.html,Sydney Sixers,field,Big Bash League,daynight,Melbourne Stars,Sydney Sixers,Stars won by 44 runs,219,1,175,7
https://www.espncricinfo.com/ci/engine/match/1195617.html,Melbourne Stars,field,Big Bash League,daynight,Sydney Sixers,Melbourne Stars,Sixers won by 21 runs (D/L method),143,4,125,5
https://www.espncricinfo.com/ci/engine/match/1195625.html,Brisbane Heat,bat,Big Bash League,daynight,Brisbane Heat,Melbourne Stars,Heat won by 71 runs,186,5,115,10
https://www.espncricinfo.com/ci/engine/match/1195630.html,Melbourne Stars,field,Big Bash League,day,Sydney Sixers,Melbourne Stars,Sixers won by 43 runs,142,7,99,10
https://www.espncricinfo.com/ci/engine/match/1195632.html,Melbourne Stars,bat,Big Bash League,day,Melbourne Stars,Sydney Thunder,Stars won by 28 runs,194,2,166,8
https://www.espncricinfo.com/ci/engine/match/1195633.html,Melbourne Stars,field,Big Bash League,day,Sydney Sixers,Melbourne Stars,Sixers won by 19 runs,116,5,97,6
https://www.espncricinfo.com/ci/engine/match/1226872.html,Melbourne Stars,field,Big Bash League,night,Brisbane Heat,Melbourne Stars,Stars won by 6 wickets (with 17 balls remaining),125,10,129,4
https://www.espncricinfo.com/ci/engine/match/1226828.html,Melbourne Stars,bat,Big Bash League,daynight,Melbourne Stars,Sydney Thunder,Stars won by 22 runs,169,8,147,9
https://www.espncricinfo.com/ci/engine/match/1226858.html,Sydney Sixers,field,Big Bash League,night,Melbourne Stars,Sydney Sixers,Sixers won by 5 wickets (with 1 ball remaining),177,6,180,5
https://www.espncricinfo.com/ci/engine/match/1269676.html,Melbourne Stars,field,Big Bash League,day,Adelaide Strikers,Melbourne Stars,Strikers won by 23 runs,155,6,132,8
https://www.espncricinfo.com/ci/engine/match/1269688.html,Brisbane Heat,bat,Big Bash League,night,Brisbane Heat,Melbourne Stars,Stars won by 8 wickets (with 37 balls remaining),149,6,150,2
https://www.espncricinfo.com/ci/engine/match/1324654.html,Sydney Sixers,field,Big Bash League,night,Melbourne Stars,Sydney Sixers,Sixers won by 6 wickets (with 1 ball remaining),173,5,176,4
https://www.espncricinfo.com/ci/engine/match/1324674.html,Brisbane Heat,bat,Big Bash League,daynight,Brisbane Heat,Melbourne Stars,Heat won by 4 runs,188,4,184,3
https://www.espncricinfo.com/ci/engine/match/1324679.html,Sydney Thunder,field,Big Bash League,night,Melbourne Stars,Sydney Thunder,Thunder won by 3 wickets (with 7 balls remaining),119,7,120,7
https://www.espncricinfo.com/ci/engine/match/1386094.html,Melbourne Stars,field,Big Bash League,night,Brisbane Heat,Melbourne Stars,Heat won by 103 runs,214,3,111,10
https://www.espncricinfo.com/ci/engine/match/1386105.html,Melbourne Stars,bat,Big Bash League,daynight,Melbourne Stars,Sydney Thunder,Thunder won by 5 wickets (with 10 balls remaining),172,10,176,5
