Name,ID,Team
Kavin  Bandara,786639,Colombo Strikers
Shevon Daniel,1194744,Colombo Strikers
Shehan Fernando,1301902,Colombo Strikers
Muhammad Waseem,1241277,Colombo Strikers
Nipun Dhananjaya,1126082,Colombo Strikers
Rahmanullah Gurbaz,974087,Colombo Strikers
Sadeera Samarawickrama,629076,Colombo Strikers
Chamika Karunaratne,623695,Colombo Strikers
Thisara Perera,233514,Colombo Strikers
Angelo Perera,300629,Colombo Strikers
Glenn Phillips,823509,Colombo Strikers
Shadab Khan,922943,Colombo Strikers
Isitha Wijesundara,1075869,Colombo Strikers
Binura Fernando,629080,Colombo Strikers
AM Ghazanfar,1326798,Colombo Strikers
Chamika Gunasekara,1210293,Colombo Strikers
Matheesha Pathirana,1194795,Colombo Strikers
Garuka Sanketh,1364328,Colombo Strikers
Taskin Ahmed,538506,Colombo Strikers
Dunith Wellalage,1152427,Colombo Strikers
Nuwanidu Fernando,1074333,Dambulla Sixers
Reeza Hendricks,269280,Dambulla Sixers
Ibrahim Zadran,921509,Dambulla Sixers
Lahiru Udara,704693,Dambulla Sixers
Kusal Perera,300631,Dambulla Sixers
Ranesh Silva,1285452,Dambulla Sixers
Towhid Hridoy,990031,Dambulla Sixers
Mohammad Nabi,25913,Dambulla Sixers
Mark Chapman,438563,Dambulla Sixers
Akila Dananjaya,574178,Dambulla Sixers
Sonal Dinusha,1153148,Dambulla Sixers
Danushka Gunathilaka,345821,Dambulla Sixers
Dushan Hemantha,721041,Dambulla Sixers
Sachitha Jayatilake,727399,Dambulla Sixers
Lahiru Madushanka,428366,Dambulla Sixers
Nimesh Vimukthi,1070154,Dambulla Sixers
Chamindu Wickramasinghe,1186658,Dambulla Sixers
Nuwan Pradeep,324358,Dambulla Sixers
Praveen Jayawickrama,1028665,Dambulla Sixers
Dilshan Madushanka,793007,Dambulla Sixers
Asanka Manoj,1285419,Dambulla Sixers
Mustafizur Rahman,330902,Dambulla Sixers
Nuwan Thushara,955235,Dambulla Sixers
Lasith Croospulle,1027867,Galle Marvels
Niroshan Dickwella,429754,Galle Marvels
Alex Hales,249866,Galle Marvels
Bhanuka Rajapaksa,342619,Galle Marvels
Sadisha Rajapaksa,1282470,Galle Marvels
Tim Seifert,625964,Galle Marvels
Pasindu Sooriyabandara,980417,Galle Marvels
Sahan Arachchige,693975,Galle Marvels
Dhananjaya Lakshan,792519,Galle Marvels
Janith Liyanage,681681,Galle Marvels
Kavindu Nadeeshan,1186659,Galle Marvels
Dwaine Pretorius,327830,Galle Marvels
Malsha Tharupathi,1282475,Galle Marvels
Isuru Udana,328026,Galle Marvels
Chamindu Wijesinghe,1162378,Galle Marvels
Sean Williams,55870,Galle Marvels
Prabath Jayasuriya,422871,Galle Marvels
Lahiru Kumara,784375,Galle Marvels
Mujeeb Ur Rahman,974109,Galle Marvels
Mohamed Shiraz,801817,Galle Marvels
Maheesh Theekshana,1138316,Galle Marvels
Jeffrey Vandersay,370040,Galle Marvels
Zahoor Khan,384525,Galle Marvels
Yuri Koththigoda,1437704,Galle Marvels
Vishad Randika,821567,Jaffna Kings
Nishan Madushka,1126045,Jaffna Kings
Avishka Fernando,784369,Jaffna Kings
Kusal Mendis,629074,Jaffna Kings
Pathum Nissanka,1028655,Jaffna Kings
Alex Ross,333624,Jaffna Kings
Rilee Rossouw,318845,Jaffna Kings
Ahan Wickramasinghe,1194736,Jaffna Kings
Fabian Allen,670013,Jaffna Kings
Charith Asalanka,784367,Jaffna Kings
Azmatullah Omarzai,819429,Jaffna Kings
Dhananjaya de Silva,465793,Jaffna Kings
Wanuja Sahan,1282476,Jaffna Kings
Lahiru Samarakoon,924551,Jaffna Kings
Murvin Abinash,1301914,Jaffna Kings
Jason Behrendorff,272477,Jaffna Kings
Asitha Fernando,786925,Jaffna Kings
Nisala Tharaka,465789,Jaffna Kings
Eshan Malinga,1306214,Jaffna Kings
Arul Pragasam,954003,Jaffna Kings
Pramod Madushan,826689,Jaffna Kings
Tabraiz Shamsi,379145,Jaffna Kings
Theesan Vithushan,1301930,Jaffna Kings
Vijayakanth Viyaskanth,1153149,Jaffna Kings
Noor Ahmad,1182529,Jaffna Kings
Sammu Ashan,786645,Kandy Falcons
Azam Khan,1137262,Kandy Falcons
Ashen Bandara,958691,Kandy Falcons
Dinesh Chandimal,300628,Kandy Falcons
Andre Fletcher,51862,Kandy Falcons
Dimuth Karunaratne,227772,Kandy Falcons
Pavan Rathnayake,1171180,Kandy Falcons
Wanindu Hasaranga,784379,Kandy Falcons
Salman Agha,623977,Kandy Falcons
Chaturanga de Silva,345825,Kandy Falcons
Angelo Mathews,49764,Kandy Falcons
Kyle Mayers,348056,Kandy Falcons
Ramesh Mendis,629084,Kandy Falcons
Kamindu Mendis,784373,Kandy Falcons
Dasun Shanaka,437316,Kandy Falcons
Dushmantha Chameera,552152,Kandy Falcons
Chamath Gomez,1316605,Kandy Falcons
Mohammad Ali,1158175,Kandy Falcons
Mohammad Hasnain,1158100,Kandy Falcons
Kavindu Pathiratne,1303555,Kandy Falcons
Kasun Rajitha,499594,Kandy Falcons
Lakshan Sandakan,429738,Kandy Falcons
