ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,MatchDate,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,RainProb,MaxWind,WeatherCode,Tournament,BattingOrder,Extracted_IDs
461632,6,0.0,2,0,Sussex,Hove,2012-06-24,bat,day,0,5,0,0.949,8.27,24.7,1.65,8.1,22.33,1.017,8.22,23.58,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,17.2,12.9,10.6,30.0,63.0,T20 Tournament,4,
461632,6,100.0,2,0,Somerset,Taunton,2012-07-24,field,day,1,-2,0,1.673,8.69,29.68,0.64,8.96,26.8,1.12,8.92,27.02,1.0,1,0,0,0,1.5393,1.5393,1.3382,1.0927,24.1,9.9,0.0,9.2,3.0,T20 Tournament,4,308967
461632,6,50.0,1,1,Middlesex,Chelmsford,2013-07-12,bat,night,1,-1,1,1.207,8.75,24.94,0.56,8.33,23.88,0.857,8.71,25.36,1.0,2,0,0,0,1.0863,1.0863,1.3382,1.0927,21.9,12.2,0.0,12.0,3.0,T20 Tournament,4,
461632,6,28.57142857,2,0,Surrey,Chelmsford,2013-07-31,bat,night,0,10,1,1.207,8.75,24.94,1.785,8.24,23.44,0.857,8.58,24.4,2.0,3,0,0,0,0.9353,0.9353,1.3382,1.0927,22.6,15.8,1.3,26.1,53.0,T20 Tournament,4,
461632,6,46.15384615,2,1,Surrey,Chelmsford,2015-05-16,field,day,1,1,1,1.207,8.75,24.94,0.95,8.75,26.41,0.857,8.58,24.4,6.0,4,0,0,0,0.9353,0.9353,1.5948,1.3947,14.7,9.3,0.0,21.3,3.0,T20 Tournament,4,
461632,6,46.66666667,2,0,Gloucs,Bristol,2015-05-24,field,day,1,-1,0,0.98,8.18,23.52,1.72,8.34,22.89,0.609,8.24,25.17,3.5,5,0,0,0,0.9353,1.1919,1.3382,1.0927,16.7,9.5,1.3,16.4,55.0,T20 Tournament,4,
461632,6,44.44444444,1,1,Somerset,Chelmsford,2015-05-29,field,night,0,-4,1,1.207,8.75,24.94,1.052,8.91,24.66,0.857,8.71,25.36,4.0,6,0,0,0,0.9353,1.1919,1.8514,1.0927,13.2,8.2,4.4,34.6,55.0,T20 Tournament,4,
461632,6,42.10526316,1,0,Middlesex,Richmond,2015-07-10,bat,day,1,17,0,0.5,8.64,24.64,0.2,7.03,31.42,0.5,8.08,23.61,2.666666667,7,0,0,1,0.9353,1.1919,1.3382,1.0927,29.8,24.3,0.4,16.1,51.0,T20 Tournament,4,
461632,6,59.09090909,1,0,South Africa,Johannesburg,2016-02-21,field,day,0,1,0,1.5,8.05,27.2,1.017,8.3,24.57,0.876,8.2,24.6,4.333333333,8,0,0,1,1.0863,1.4939,1.3382,1.0927,29.2,17.2,0.7,21.1,51.0,Bilateral,4,"308967, 44828, 8917, 308967, 44828, 8917"
461632,3,58.33333333,1,0,South Africa,Johannesburg,2016-02-21,field,day,0,1,0,1.5,8.05,27.2,1.017,8.3,24.57,0.876,8.2,24.6,4.666666667,9,0,0,1,1.0863,1.4939,1.4892,1.2437,29.2,17.2,0.7,21.1,51.0,Bilateral,4,"308967, 44828, 8917, 308967, 44828, 8917"
461632,6,57.69230769,1,1,Sussex,Southampton,2017-07-20,bat,night,1,-4,1,1.525,8.11,22.4,1.457,8.02,21.52,1.328,8.16,24.88,5.0,10,0,0,1,1.0863,1.4939,1.3382,1.6967,19.3,14.5,1.1,25.0,51.0,T20 Tournament,4,
461632,6,53.57142857,1,0,Essex,Chelmsford,2017-07-21,field,night,0,1,0,1.207,8.55,24.87,1.052,8.91,24.66,0.857,8.71,25.36,3.75,11,0,0,2,1.0863,1.4611,2.108,1.0927,21.5,12.6,0.2,28.1,51.0,T20 Tournament,4,
461632,6,53.33333333,2,1,Somerset,Taunton,2017-07-26,bat,daynight,0,-4,0,1.673,8.69,29.68,1.733,8.83,25.62,1.12,8.92,27.02,4.0,12,0,0,2,1.0863,1.4939,1.3382,1.0927,20.1,14.5,4.7,27.5,61.0,T20 Tournament,4,
461632,6,50.0,1,0,Surrey,Hove,2019-07-26,field,night,0,7,1,0.949,8.31,23.31,1.583,8.68,21.65,1.017,8.36,24.34,3.2,13,0,0,3,1.0863,1.1591,1.9422,1.3947,22.8,17.3,2.5,19.5,53.0,Vitality Blast,4,"897549, 793463, 669365, 669855"
461632,6,52.77777778,1,0,Somerset,Taunton,2019-07-28,field,day,0,12,0,1.673,8.69,29.68,1.562,9.33,25.39,1.12,9.05,26.41,3.8,14,0,0,3,1.0863,1.1591,1.5948,1.3493,21.3,13.9,0.0,22.5,3.0,Vitality Blast,4,"793463, 669365"
461632,6,56.75675676,2,0,Essex,Hove,2019-08-22,field,night,1,2,1,0.949,8.31,23.31,0.631,8.32,26.09,1.017,8.22,23.58,4.2,15,0,0,3,1.0863,1.3101,2.0478,1.2437,18.6,13.7,0.0,20.3,3.0,Vitality Blast,4,669365
461632,6,56.09756098,2,0,Spirit,The Oval,2021-08-14,bat,night,0,-2,0,1.358,8.17,24.97,1.054,8.25,24.47,0.853,8.33,24.51,4.6,16,0,0,3,1.0863,1.4939,1.3382,1.0927,23.1,13.9,0.0,19.4,3.0,The Hundred,4,"897549, 230558, 662235"
461632,6,56.09756098,1,0,Strikers,Melbourne (Docklands),2021-12-07,bat,night,1,6,1,0.769,7.94,25.66,0.866,8.22,26.94,0.769,8.03,25.57,4.6,17,0,0,3,1.0863,1.4939,1.3382,1.0927,17.7,12.3,3.7,23.4,53.0,BBL,4,"793463, 1168049"
461632,6,58.13953488,2,0,Strikers,Adelaide,2021-12-09,bat,night,0,17,0,1.125,8.14,26.17,0.764,7.76,25.78,1.454,8.02,23.14,5.0,18,0,0,3,1.0863,1.6449,1.3382,1.6967,19.1,10.7,0.1,21.5,51.0,BBL,4,"1168049, 793463"
461632,6,61.81818182,1,0,Scorchers,Melbourne (Docklands),2021-12-26,bat,night,1,24,1,0.769,7.94,25.66,0.866,8.22,26.94,0.769,8.03,25.57,6.8,19,0,0,3,1.2373,1.9201,1.9422,1.0927,18.4,14.0,0.6,27.4,51.0,BBL,4,"1168049, 662235, 272450"
461632,6,72.4137931,2,0,Hurricanes,Melbourne (Docklands),2021-12-29,field,night,1,28,1,0.769,7.94,25.66,1.411,7.74,24.35,0.769,7.95,24.07,8.4,20,0,0,3,1.2373,2.6483,2.625,1.0927,24.2,10.2,0.0,21.5,3.0,BBL,4,"892749, 911707, 1168049"
461632,3,81.15942029,2,0,West Indies,Bridgetown,2022-01-26,field,daynight,1,6,0,1.179,7.55,23.82,1.115,7.83,21.46,1.222,7.53,22.05,11.2,21,0,0,3,1.8145,3.0745,1.3382,1.0927,27.1,23.1,0.2,18.4,51.0,Bilateral,4,"911707, 911707, 669365, 8917, 604302, 820351, 403902, 677077, 677077, 403902, 669365, 820351, 8917, 604302"
461632,6,81.69014085,2,0,West Indies,Bridgetown,2022-01-26,field,daynight,1,6,0,1.179,7.55,23.82,1.115,7.83,21.46,1.222,7.53,22.05,11.6,22,0,0,3,1.8145,3.0745,1.9422,1.6967,27.1,23.1,0.2,18.4,51.0,Bilateral,4,"911707, 911707, 669365, 8917, 604302, 820351, 403902, 677077, 677077, 403902, 669365, 820351, 8917, 604302"
461632,6,82.19178082,2,0,West Indies,Bridgetown,2022-01-30,bat,daynight,0,-2,0,1.179,7.55,23.82,0.551,7.19,22.45,1.222,7.53,22.05,12.0,23,0,0,3,1.8145,3.0745,2.1988,1.6967,28.7,23.8,1.8,24.9,51.0,Bilateral,4,"820351, 403902, 669365, 677077, 820351, 677077, 8917, 669365, 403902, 604302, 604302, 8917"
461632,3,82.19178082,2,0,West Indies,Bridgetown,2022-01-30,bat,daynight,0,-2,0,1.179,7.55,23.82,0.551,7.19,22.45,1.222,7.53,22.05,12.0,24,0,0,3,1.8145,2.6483,2.4554,1.9533,28.7,23.8,1.8,24.9,51.0,Bilateral,4,"820351, 403902, 669365, 677077, 820351, 677077, 8917, 669365, 403902, 604302, 604302, 8917"
461632,6,82.19178082,1,1,Gloucs,The Oval,2022-05-31,field,daynight,0,1,1,1.358,8.5,23.24,0.78,8.35,24.82,0.853,8.32,23.45,12.0,25,0,0,3,1.8145,2.2221,1.3382,1.0927,15.7,8.3,3.4,16.6,61.0,Vitality Blast,4,"897549, 823509, 230558, 662973, 510530"
461632,6,81.33333333,2,0,Essex,Chelmsford,2022-06-24,field,night,1,6,0,1.207,8.55,24.87,0.95,8.75,26.41,0.857,8.58,24.4,10.16666667,26,0,0,3,1.8145,1.6449,2.3646,1.2437,21.9,14.4,0.7,25.8,51.0,Vitality Blast,4,"230558, 897549"
461632,6,81.81818182,2,0,Somerset,Taunton,2022-07-03,field,daynight,1,-2,0,1.673,8.69,29.68,0.64,8.96,26.8,1.12,8.92,27.02,10.5,27,0,0,3,1.8145,1.6449,2.0024,1.3493,18.2,11.4,1.3,19.9,51.0,Vitality Blast,4,"897549, 1124283, 510530"
461632,6,81.81818182,2,1,India,Southampton,2022-07-07,bat,daynight,0,17,1,1.525,8.11,22.4,0.686,7.66,24.52,1.328,7.85,23.1,10.5,28,0,0,3,1.8145,1.4939,1.3382,1.0927,23.9,15.0,0.0,19.5,3.0,Bilateral,4,"446507, 8917, 720471, 662973, 403902, 720471, 662973, 720471, 390481, 554691, 390481, 390481, 497121, 308967, 497121, 625371, 446507, 554691, 308967, 390481, 403902, 911707, 1125976, 34102, 34102, 625371, 911707, 1125976, 8917, 326016, 720471, 326016"
461632,3,84.70588235,2,1,India,Southampton,2022-07-07,bat,daynight,0,17,1,1.525,8.11,22.4,0.686,7.66,24.52,1.328,7.85,23.1,10.28571429,29,0,0,3,1.8145,1.7959,2.0478,1.6967,23.9,15.0,0.0,19.5,3.0,Bilateral,4,"446507, 8917, 720471, 662973, 403902, 720471, 662973, 720471, 390481, 554691, 390481, 390481, 497121, 308967, 497121, 625371, 446507, 554691, 308967, 390481, 403902, 911707, 1125976, 34102, 34102, 625371, 911707, 1125976, 8917, 326016, 720471, 326016"
