Year,Player Names
2022,"KL Rahul, Evin Lewis, Manan Vohra, Manish Pandey, Quinton de Kock, Ayush Badoni, Deepak Hooda, Jason Holder, Krishnappa Gowtham, Karan Sharma, Krunal Pandya, Kyle Mayers, Marcus Stoinis, Ankit Rajpoot, Avesh Khan, Dushmantha Chameera, Andrew Tye, Mayank Yadav, Mohsin Khan, Ravi Bishnoi, Shahbaz Nadeem"
2023,"KL Rahul, Manan Vohra, Karun Nair, Quinton de Kock, Nicholas Pooran, Ayush Badoni, Deepak Hooda, Krishnappa Gowtham, Karan Sharma, Krunal Pandya, Kyle Mayers, Marcus Stoinis, Romario Shepherd, Daniel Sams, Prerak Mankad, Swapnil Singh, Suryansh Shedge, Yudhvir Singh, Avesh Khan, Mark Wood, Mayank Yadav, Mohsin Khan, Ravi Bishnoi, Jaydev Unadkat, Yash Thakur, Amit Mishra, Arpit Guleria, Naveen Ul Haq"
2024,"KL Rahul, Devdutt Padikkal, Quinton de Kock, Nicholas Pooran, Ashton Turner, Ayush Badoni, Deepak Hooda, Krishnappa Gowtham, Krunal Pandya, Kyle Mayers, Marcus Stoinis, Mohd. Arshad Khan, Prerak Mankad, Yudhvir Singh, Arshin Kulkarni, David Willey, Shivam Mavi, Shamar Joseph, Matt Henry, Mayank Yadav, Mohsin Khan, Ravi Bishnoi, Yash Thakur, Amit Mishra, Naveen Ul Haq, M Siddharth"
2025,"Rishabh Pant, David Miller, Aiden Markram, Aryan Juyal, Himmat Singh, Matthew Breetzke, Nicholas Pooran, Mitchell Marsh, Abdul Samad, Shahbaz Ahamad, Yuvraj Chaudhary, Rajvardhan Hangargekar, Arshin Kulkarni, Ayush Badoni, Avesh Khan, Akash Deep, M Siddharth, Digvesh Singh, Akash Singh, Shamar Joseph, Prince Yadav, Mayank Yadav, Mohsin Khan, Ravi Bishnoi"
