Link
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/bangalore-royal-challengers-squad-338086/series-squads
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-squad-338085/series-squads
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-squad-338087/series-squads
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-squad-338089/series-squads
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-squad-338083/series-squads
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-squad-338088/series-squads
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-squad-338082/series-squads
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-squad-338084/series-squads














































































































































