ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,MatchDate,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,RainProb,MaxWind,WeatherCode,Tournament,BattingOrder,Extracted_IDs
272450,6,0.0,2,1,South Aust,W.A.C.A,2009-12-29,field,daynight,1,3,1,1.789,8.16,21.89,1.0,7.92,25.82,1.12,7.8,22.6,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,38.1,19.8,0.0,33.3,3.0,Other,2,
272450,6,50.0,2,1,Tasmania,Hobart,2010-01-01,bat,night,0,39,0,1.931,8.2,27.03,0.846,8.12,25.14,1.066,8.23,24.76,3.0,1,0,0,0,1.0863,1.0863,1.3382,1.0927,25.8,12.4,0.0,29.1,3.0,Other,2,
272450,6,92.30769231,2,1,Kings XI,Dharamsala,2010-04-16,field,night,1,31,0,1.0,7.87,25.28,1.083,7.87,27.2,1.066,7.76,21.08,12.0,2,0,0,0,1.8145,1.8145,1.3382,1.0927,31.5,16.6,0.3,16.2,51.0,IPL,3,34102
272450,6,105.4054054,1,1,Daredevils,Delhi,2010-04-18,bat,night,1,15,0,1.041,7.97,26.06,0.939,7.58,23.12,0.847,8.04,24.75,13.0,3,0,0,0,1.9655,1.9655,1.3382,1.0927,44.3,29.7,0.3,20.2,51.0,IPL,3,34102
272450,6,92.85714286,1,1,CSK,DY Patil,2011-04-27,bat,daynight,1,19,1,0.645,8.28,26.13,1.0,7.64,23.62,0.961,8.24,25.72,13.0,4,0,0,0,1.8145,1.8145,1.3382,1.0927,34.4,25.5,0.0,20.3,1.0,IPL,3,290630
272450,6,88.73239437,2,0,Kings XI,Mohali,2011-05-08,bat,night,0,0,0,1.23,8.32,27.96,1.357,8.17,27.53,0.61,8.3,28.75,12.6,5,0,0,0,1.8145,2.0711,1.3382,2.1229,35.6,20.3,0.0,15.0,2.0,IPL,3,290630
272450,6,84.41558442,1,1,Chargers,DY Patil,2011-05-16,field,night,0,69,1,0.645,8.28,26.13,0.944,8.52,25.17,0.961,8.24,25.72,13.0,6,0,0,0,1.8145,2.0711,2.0664,1.0927,32.9,25.7,0.0,12.5,3.0,IPL,3,"290630, 326016"
272450,3,97.14285714,1,1,South Africa,Johannesburg,2011-10-16,bat,day,1,74,0,1.5,8.05,27.2,0.541,7.88,26.49,0.876,8.2,24.6,17.0,7,0,0,0,1.8145,2.0711,1.3382,1.0927,27.7,10.5,0.0,20.2,3.0,Bilateral,3,"321777, 321777"
272450,6,109.5238095,1,1,South Africa,Johannesburg,2011-10-16,bat,day,1,74,0,1.5,8.05,27.2,0.541,7.88,26.49,0.876,8.2,24.6,19.71428571,8,0,0,0,1.9655,2.6483,3.188,2.9753,27.7,10.5,0.0,20.2,3.0,Bilateral,3,"321777, 321777"
272450,6,118.3673469,2,1,Hurricanes,W.A.C.A,2011-12-18,bat,night,0,57,1,1.789,8.16,21.89,0.842,7.73,26.52,1.12,7.8,22.6,21.75,9,0,0,0,2.3917,3.0745,1.4892,1.0927,23.4,16.4,0.0,27.9,3.0,BBL,3,
