ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,MatchDate,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,RainProb,MaxWind,WeatherCode,Tournament,BattingOrder,Extracted_IDs
325026,6,0.0,2,1,South Aust,Adelaide,2010-01-07,bat,night,0,24,0,1.125,8.14,26.17,0.764,7.76,25.78,1.454,8.02,23.14,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,32.7,15.7,0.0,17.5,0.0,Other,3,
325026,6,142.8571429,2,1,Warriors,Gqeberha,2010-09-13,bat,daynight,0,2,0,1.24,7.28,22.94,1.117,7.37,24.16,0.984,7.24,21.42,10.0,1,0,0,0,1.9655,1.9655,1.3382,1.0927,22.0,12.8,0.0,22.4,0.0,Other,3,
325026,6,109.0909091,1,1,Tasmania,Hobart,2011-01-11,field,night,0,-4,0,1.931,8.2,27.03,0.956,8.44,24.66,1.066,8.35,25.57,6.0,2,0,0,0,1.5393,1.5393,1.3382,1.0927,20.6,15.9,1.7,20.0,53.0,Other,1,
325026,6,85.71428571,1,1,West Aust,W.A.C.A,2011-01-18,bat,daynight,1,-1,0,1.789,7.81,27.49,1.187,8.11,22.81,1.12,8.16,26.28,4.0,3,0,0,1,1.3883,1.3883,1.3382,1.0927,33.9,18.9,0.0,30.3,0.0,Other,3,
325026,6,76.47058824,2,1,Strikers,Adelaide,2011-12-18,field,daynight,1,82,0,1.125,8.14,26.17,0.6,8.34,27.56,1.454,8.02,23.14,3.25,4,0,0,1,1.2373,1.2373,2.3684,1.0927,20.8,16.5,5.0,29.2,55.0,BBL,2,
325026,6,122.9166667,1,1,Scorchers,Melbourne (Docklands),2011-12-22,bat,night,1,67,1,0.769,7.94,25.66,0.866,8.22,26.94,0.769,8.03,25.57,11.8,5,0,0,1,1.9655,2.2221,1.3382,1.0927,25.3,12.8,0.0,13.7,3.0,BBL,2,272450
325026,6,142.8571429,1,1,Thunder,Sydney,2011-12-30,bat,night,1,12,0,1.703,7.9,25.3,1.461,8.12,20.1,1.078,8.18,25.22,15.0,6,0,0,1,1.9655,2.2221,1.3382,1.0927,21.5,16.8,0.0,17.1,2.0,BBL,2,
325026,6,128.2051282,2,1,Sixers,Melbourne (Docklands),2012-01-02,bat,night,0,7,1,0.769,7.94,25.66,1.153,8.25,27.52,0.769,7.95,24.07,14.28571429,7,0,0,1,1.9655,2.2221,3.188,1.0927,37.2,19.1,0.0,24.7,3.0,BBL,2,
325026,6,127.1604938,2,1,Stars,Melbourne,2012-01-07,bat,night,0,40,0,1.357,7.75,27.25,1.05,7.8,22.55,0.807,7.9,25.38,12.875,8,0,0,1,1.9655,2.2221,1.3382,1.0927,29.2,13.0,0.4,21.3,51.0,BBL,2,
325026,6,120.952381,2,1,Heat,Melbourne (Docklands),2012-01-12,bat,night,0,26,1,0.769,7.94,25.66,1.153,8.25,27.52,0.769,7.95,24.07,14.11111111,9,0,0,1,1.9655,2.6483,2.5922,1.0927,18.8,12.9,0.7,21.3,51.0,BBL,3,
325026,6,123.4234234,2,0,KKR,Eden Gardens,2012-04-05,field,night,1,1,0,1.428,8.06,26.66,1.261,8.39,25.05,0.847,8.09,25.96,13.7,10,0,0,1,1.9655,2.2221,1.3382,1.0927,34.7,25.4,1.2,17.3,55.0,IPL,2,
325026,6,118.6440678,2,1,RCB,Bengaluru,2012-04-07,field,daynight,1,7,0,1.145,8.59,28.43,1.304,8.58,27.58,0.774,8.53,26.73,14.0,11,0,0,1,1.9655,2.0711,1.3382,1.0927,33.3,21.5,0.0,8.8,2.0,IPL,2,"390481, 390481, 253802"
325026,6,117.2131148,1,1,Middlesex,Southampton,2012-06-18,bat,night,1,27,1,1.525,8.11,22.4,1.457,8.02,21.52,1.328,8.16,24.88,13.0,12,0,0,1,1.9655,2.0711,1.3382,1.0927,15.9,11.0,1.0,17.8,51.0,T20 Tournament,3,
325026,6,119.6969697,2,1,Kent,Southampton,2012-06-22,field,night,1,28,1,1.525,8.11,22.4,0.852,8.1,25.36,1.328,7.85,23.1,13.16666667,13,0,0,1,1.9655,2.2221,2.3684,1.0927,16.7,11.8,3.4,35.9,61.0,T20 Tournament,3,
325026,6,120.2797203,2,0,Kent,Canterbury,2012-06-24,bat,day,0,144,0,0.88,8.5,25.08,0.75,8.1,27.47,1.54,8.21,23.24,13.23076923,14,0,0,1,1.9655,2.2221,1.3382,2.1229,18.1,12.6,15.3,33.5,63.0,T20 Tournament,3,
325026,6,136.0,2,1,Middlesex,Richmond,2012-06-27,field,day,1,1,0,0.5,8.64,24.64,1.25,9.1,29.71,0.5,8.61,27.86,18.30769231,15,0,1,1,1.9655,3.0745,1.3382,2.1229,29.7,14.2,0.0,14.5,1.0,T20 Tournament,3,
325026,6,135.0282486,2,0,Essex,Chelmsford,2012-06-29,field,night,1,130,0,1.207,8.55,24.87,0.95,8.75,26.41,0.857,8.58,24.4,17.07142857,16,0,1,1,1.9655,2.6483,1.3382,1.0927,19.3,12.7,0.5,35.9,51.0,T20 Tournament,3,
325026,6,148.7562189,2,0,Surrey,Southampton,2012-06-30,bat,day,0,40,1,1.525,8.11,22.4,0.686,7.66,24.52,1.328,7.85,23.1,21.35714286,17,0,2,1,2.3917,3.5007,2.625,1.0927,17.0,12.8,0.3,30.1,51.0,T20 Tournament,2,
325026,6,144.5945946,2,1,Notts,Nottingham,2012-07-25,field,night,1,1,0,1.616,8.23,26.26,0.812,8.59,25.86,1.184,8.32,23.68,22.92857143,18,0,2,1,2.3917,3.5007,1.3382,1.0927,22.2,14.7,0.5,16.9,51.0,T20 Tournament,3,
325026,6,143.75,1,1,Pakistan,Dubai (DICS),2012-09-05,field,night,0,4,0,1.4,7.67,23.26,0.61,7.71,24.37,0.751,7.62,22.59,21.46666667,19,0,2,1,2.3917,3.5007,1.3382,1.0927,43.7,28.9,0.0,21.3,3.0,Bilateral,3,"489889, 489889, 489889, 489889"
325026,3,141.1255411,1,1,Pakistan,Dubai (DICS),2012-09-05,field,night,0,4,0,1.4,7.67,23.26,0.61,7.71,24.37,0.751,7.62,22.59,20.375,20,0,2,1,2.3917,2.6483,1.4892,1.2437,43.7,28.9,0.0,21.3,3.0,Bilateral,3,"489889, 489889, 489889, 489889"
325026,6,138.6554622,1,1,Pakistan,Dubai (DICS),2012-09-10,field,night,0,55,0,1.4,7.67,23.26,0.61,7.71,24.37,0.751,7.62,22.59,19.41176471,21,0,2,1,1.9655,3.0745,1.7458,1.2437,43.9,27.2,0.0,19.8,3.0,Bilateral,2,"489889, 489889, 489889, 489889"
325026,3,138.372093,1,1,Pakistan,Dubai (DICS),2012-09-10,field,night,0,55,0,1.4,7.67,23.26,0.61,7.71,24.37,0.751,7.62,22.59,19.83333333,22,0,2,1,1.9655,2.2221,2.8488,2.3795,43.9,27.2,0.0,19.8,3.0,Bilateral,2,"489889, 489889, 489889, 489889"
325026,3,138.1294964,2,0,India,Colombo (RPS),2012-09-28,bat,night,0,6,0,1.036,7.74,21.28,0.862,7.41,21.4,0.936,7.65,21.09,20.21052632,23,0,2,1,2.3917,2.2221,1.3382,1.0927,29.3,25.7,2.0,18.9,51.0,World Cup,2,"253802, 34102, 28081, 26421, 28081, 34102, 253802, 26421"
325026,6,136.6197183,2,0,India,Colombo (RPS),2012-09-28,bat,night,0,6,0,1.036,7.74,21.28,0.862,7.41,21.4,0.936,7.65,21.09,20.42105263,24,0,2,1,2.3917,2.2221,1.6402,1.3947,29.3,25.7,2.0,18.9,51.0,World Cup,2,"253802, 34102, 28081, 26421, 28081, 34102, 253802, 26421"
325026,6,135.1724138,2,1,Pakistan,Colombo (RPS),2012-10-02,field,daynight,1,8,0,1.036,7.74,21.28,1.351,7.92,21.08,0.936,7.65,21.09,20.63157895,25,0,2,1,2.3917,2.6483,1.8968,2.3795,29.4,25.4,0.1,13.2,51.0,World Cup,3,"34102, 44828, 253802, 489889, 28081, 28081, 489889, 34102, 253802, 311592, 489889, 44828, 311592, 489889"
325026,3,134.2372881,2,1,Pakistan,Colombo (RPS),2012-10-02,field,daynight,1,8,0,1.036,7.74,21.28,1.351,7.92,21.08,0.936,7.65,21.09,19.8,26,0,2,1,1.9655,2.6483,2.5796,2.6361,29.4,25.4,0.1,13.2,51.0,World Cup,3,"34102, 44828, 253802, 489889, 28081, 28081, 489889, 34102, 253802, 311592, 489889, 44828, 311592, 489889"
325026,6,133.3333333,1,1,Auckland,Centurion,2012-10-10,field,day,0,27,0,1.326,8.29,26.57,0.86,8.29,25.46,0.767,8.31,24.94,19.04761905,27,0,2,1,1.9655,2.2221,1.3382,1.0927,26.2,15.2,7.1,22.3,63.0,Other,3,
325026,6,133.8762215,1,1,S Stallions,Johannesburg,2012-10-11,field,daynight,0,86,0,1.5,8.05,27.2,1.017,8.3,24.57,0.876,8.2,24.6,18.68181818,28,0,2,1,1.9655,1.6449,1.3382,1.0927,24.9,13.1,6.1,20.7,61.0,Other,2,
325026,6,134.8214286,2,1,Hurricanes,Melbourne,2012-12-15,field,night,1,41,1,1.357,8.11,22.65,1.384,7.96,24.86,0.807,7.9,25.38,19.69565217,29,0,2,1,1.9655,2.2221,2.7946,1.0927,22.1,16.9,9.5,25.6,63.0,BBL,3,
325026,6,135.6321839,1,1,Sixers,Melbourne,2012-12-21,field,night,0,156,1,1.357,8.11,22.65,0.722,8.04,26.1,0.807,7.94,23.92,19.66666667,30,0,2,1,1.9655,2.2221,3.0512,1.6967,20.8,11.9,0.0,17.6,3.0,BBL,2,
325026,6,139.1959799,1,1,Strikers,Adelaide,2012-12-27,bat,night,1,31,0,1.125,8.14,26.17,1.307,8.17,23.02,1.454,8.47,26.58,22.16,31,0,3,1,2.3917,3.0745,3.0184,3.4015,25.3,13.4,0.0,26.6,2.0,BBL,3,
325026,6,140.1985112,2,1,Heat,Brisbane,2013-01-03,field,night,1,25,0,1.075,8.27,25.03,0.84,8.42,24.61,1.097,8.32,24.65,21.73076923,32,0,3,1,2.3917,3.0745,1.3382,2.1229,28.9,21.7,0.0,20.9,2.0,BBL,2,
325026,6,140.2912621,1,1,Renegades,Melbourne,2013-01-06,bat,night,1,1,1,1.357,8.11,22.65,0.952,7.8,24.31,0.807,7.94,23.92,21.40740741,33,0,3,1,2.3917,3.0745,4.0946,1.0927,25.8,15.8,0.0,26.9,1.0,BBL,2,
325026,6,138.6634845,1,1,Thunder,Melbourne,2013-01-08,bat,night,1,35,1,1.357,8.11,22.65,0.952,7.8,24.31,0.807,7.94,23.92,20.75,34,0,3,1,2.3917,2.6483,3.925,1.8209,29.5,14.8,0.9,32.1,51.0,BBL,2,"379504, 379504"
325026,3,138.7470998,2,0,Sri Lanka,Melbourne,2013-01-28,field,night,1,26,1,1.357,8.11,22.65,1.384,7.96,24.86,0.807,7.9,25.38,20.62068966,35,0,3,1,2.3917,2.6483,3.7554,1.0927,23.8,13.0,0.0,25.5,3.0,Bilateral,2,
325026,6,139.6313364,2,0,Sri Lanka,Melbourne,2013-01-28,field,night,1,26,1,1.357,8.11,22.65,1.384,7.96,24.86,0.807,7.9,25.38,20.89655172,36,0,3,1,2.3917,2.2221,4.1816,1.6967,23.8,13.0,0.0,25.5,3.0,Bilateral,2,
325026,6,140.5034325,2,0,Warriors,Pune,2013-05-11,bat,daynight,0,33,0,0.71,8.01,23.29,0.571,6.86,28.62,1.241,7.6,22.22,21.17241379,37,0,3,1,2.3917,2.2221,1.3382,1.2437,37.1,22.7,0.0,17.2,2.0,IPL,3,"326016, 290630, 34102"
325026,6,141.2162162,1,1,RR,Wankhede,2013-05-15,field,night,0,47,1,1.25,8.32,25.62,0.724,8.41,27.14,0.732,8.29,26.23,21.62068966,38,0,3,1,2.3917,2.6483,1.3382,1.0927,33.5,27.7,0.0,18.1,1.0,IPL,1,"34102, 425943, 277916"
325026,6,140.9978308,2,1,Kings XI,Dharamsala,2013-05-18,field,daynight,1,-4,0,1.0,7.87,25.28,1.083,7.87,27.2,1.066,7.76,21.08,21.66666667,39,0,3,1,2.3917,3.0745,1.3382,1.0927,30.8,15.6,0.0,8.7,0.0,IPL,1,"321777, 34102"
325026,6,140.0862069,1,1,Hampshire,Southampton,2013-06-26,bat,night,1,19,0,1.525,7.91,25.88,1.457,8.02,21.52,1.328,8.16,24.88,20.96774194,40,0,3,2,2.3917,2.6483,3.3078,1.0927,18.9,12.3,0.0,13.2,3.0,T20 Tournament,2,
325026,6,138.5416667,1,1,Sussex,Hove,2013-06-28,bat,night,1,14,0,0.949,8.27,24.7,0.606,7.96,26.63,1.017,8.36,24.34,20.78125,41,0,3,2,2.3917,2.2221,1.3382,1.0927,18.2,12.9,1.9,20.1,53.0,T20 Tournament,2,
