ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,MatchDate,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,RainProb,MaxWind,WeatherCode,Tournament,BattingOrder,Extracted_IDs
253802,6,0.0,1,1,Himachal,Delhi,2007-04-03,bat,day,1,61,0,1.041,7.97,26.06,0.939,7.58,23.12,0.847,8.04,24.75,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,34.4,18.9,0.0,24.0,2.0,Tournament,2,236779
253802,6,134.6153846,1,1,J + K,Delhi,2007-04-04,bat,day,1,148,0,1.041,7.97,26.06,0.939,7.58,23.12,0.847,8.04,24.75,35.0,1,0,0,0,2.8179,2.8179,3.188,1.0927,36.0,19.9,0.0,25.0,3.0,Tournament,2,
253802,6,156.3380282,2,1,Punjab,Delhi,2007-04-06,field,day,1,41,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,55.5,2,0,1,0,3.2441,3.2441,3.838,1.0927,37.1,20.6,0.0,17.9,2.0,Tournament,2,
253802,6,147.2527473,1,1,Haryana,Delhi,2007-04-07,bat,day,1,55,0,1.041,7.97,26.06,0.939,7.58,23.12,0.847,8.04,24.75,44.66666667,3,0,1,0,3.2441,3.2441,4.0946,1.0927,35.7,21.4,0.1,11.2,51.0,Tournament,2,
253802,6,137.398374,2,1,Services,Delhi,2007-04-08,bat,day,0,18,0,1.041,7.97,26.06,1.064,7.31,22.35,0.847,7.94,25.34,42.25,4,0,1,0,3.2441,3.2441,4.3512,1.0927,36.0,19.9,2.3,12.6,61.0,Tournament,2,
253802,6,131.6176471,2,1,KKR,Bengaluru,2008-04-18,field,night,1,-1,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,35.8,5,0,1,0,2.8179,3.0745,1.3382,1.0927,33.3,19.6,0.0,11.0,2.0,IPL,2,
253802,6,127.6595745,2,1,MI,Wankhede,2008-04-20,bat,night,0,49,0,1.25,8.23,27.2,1.318,7.97,25.2,0.732,8.32,26.77,30.0,6,0,1,0,2.8179,2.6483,1.3382,1.0927,35.1,23.9,0.0,17.4,0.0,IPL,2,
253802,6,130.9677419,1,1,RR,Bengaluru,2008-04-26,field,night,0,23,1,1.145,8.89,27.08,0.766,8.77,27.19,0.774,8.74,27.94,29.0,7,0,1,0,2.3917,2.2221,1.3382,1.0927,33.4,20.5,0.0,14.5,3.0,IPL,2,
253802,6,127.8106509,2,1,CSK,Bengaluru,2008-04-28,bat,night,0,30,1,1.145,8.89,27.08,1.222,8.3,30.09,0.774,8.53,26.73,27.0,8,0,1,0,2.3917,2.2221,1.8968,1.0927,32.9,21.8,12.7,18.8,63.0,IPL,3,28081
253802,6,129.5454545,2,0,Daredevils,Delhi,2008-04-30,field,night,1,5,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,25.33333333,9,0,1,0,2.3917,2.2221,4.1816,1.0927,42.3,24.0,0.0,14.1,2.0,IPL,3,
253802,6,129.3785311,1,1,Chargers,Bengaluru,2008-05-03,field,daynight,0,64,1,1.145,8.89,27.08,0.766,8.77,27.19,0.774,8.74,27.94,25.44444444,10,0,1,0,2.3917,2.2221,2.4554,1.0927,33.0,21.4,0.0,14.3,3.0,IPL,2,34102
