ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,MatchDate,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,RainProb,MaxWind,WeatherCode,Tournament,BattingOrder,Extracted_IDs
1175429,6,0.0,2,1,Baroda,Vadodara,2021-01-16,field,day,1,-4,0,1.142,7.47,22.42,1.75,7.69,22.55,0.764,7.5,22.28,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,29.3,15.9,0.0,8.6,0.0,Other,4,"1125688, 1060380, 377534, 554691"
1175429,6,0.0,1,0,Himachal,Vadodara,2021-01-18,bat,day,1,16,0,1.142,7.47,22.42,1.666,6.98,18.77,0.764,7.44,21.75,0.0,1,0,0,1,0.9353,0.9353,1.3382,1.0927,29.4,15.0,0.0,10.0,0.0,Other,4,"554691, 1060380"
1175429,6,85.71428571,1,1,Meghalaya,Mohali,2022-10-16,field,day,0,25,0,1.23,8.32,27.96,0.568,8.29,28.63,0.61,8.3,25.88,6.0,2,0,0,1,1.3883,1.3883,1.3382,1.0927,29.1,17.3,0.0,12.0,0.0,Other,4,"1292506, 1060380, 446763, 423838"
1175429,6,125.0,2,0,Uttarakhand,Mullanpur,2023-10-17,field,day,1,-2,0,0.647,7.9,18.27,0.583,7.37,24.75,1.333,7.35,18.51,7.5,3,0,0,1,1.5393,1.5393,1.3382,1.0927,25.9,15.8,0.1,14.9,51.0,Other,3,"1060380, 1175463, 232292, 1403153"
1175429,6,115.3846154,2,1,Jharkhand,Mohali,2023-10-23,field,day,1,23,0,1.23,8.32,27.96,1.757,8.36,25.29,0.61,8.3,28.75,7.5,4,0,0,1,1.5393,1.5393,1.9422,1.0927,29.1,15.9,0.7,12.9,53.0,Other,3,"1403153, 1175463, 1277545, 1060380, 1207295, 1079839, 232292"
1175429,6,123.8095238,1,0,Goa,Hyderabad,2024-12-03,field,daynight,0,2,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,8.666666667,5,0,0,1,1.5393,1.7959,1.3382,1.0927,27.6,21.5,3.5,13.5,53.0,Other,3,"1349361, 1060380, 277916, 714451, 1403153, 642519, 446763, 1292497, 732293, 425943, 446507"
