ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,MaxWind,Tournament,BattingOrder,Role,Country,Batting Hand,Age
290630,6,128.8389513,2,1,Andhra,Visakhapatnam,field,day,1,31,0,0.755,8.08,21.23,1.0,7.9,23.7,0.926,7.79,21.89,28.66666667,14,1,1,2,2.3917,3.5007,3.7554,3.4015,30.0,26.2,11.4,Other,1,BAT,India,RHB,20
253802,6,115.234375,1,1,Cape Cobras,Bengaluru,bat,night,1,29,1,1.145,8.89,27.08,0.818,8.59,24.56,0.774,8.74,27.94,21.85185185,30,0,2,1,2.3917,3.0745,3.362,1.0927,25.6,17.9,12.7,Other,2,BAT,India,RHB,21
290630,6,130.5147059,1,0,Cape Cobras,Bengaluru,bat,night,1,14,1,1.145,8.89,27.08,0.818,8.59,24.56,0.774,8.74,27.94,27.30769231,15,1,1,2,2.3917,3.5007,1.3382,1.0927,25.6,17.9,12.7,Other,3,BAT,India,RHB,20
34102,6,130.1393728,1,1,Somerset,Hyderabad,field,night,0,40,1,1.016,8.24,25.46,1.027,8.52,23.72,0.813,8.24,26.1,33.95454545,58,1,9,2,3.0745,2.2221,4.6634,1.0927,30.0,21.8,6.8,Other,2,BAT,India,RHB,22
253802,6,115.3992395,1,1,Otago,Bengaluru,bat,night,1,64,1,1.145,8.89,27.08,0.818,8.59,24.56,0.774,8.74,27.94,21.67857143,31,0,2,1,2.3917,3.0745,3.362,1.0927,26.5,18.3,8.3,Other,2,BAT,India,RHB,21
34102,6,129.8545766,2,1,Trinidad & T,Hyderabad,field,night,1,45,1,1.016,8.24,25.46,0.972,8.2,27.07,0.813,8.08,25.61,33.73333333,59,1,9,2,3.0745,2.6483,4.6634,1.0927,29.5,21.8,9.2,Other,2,BAT,India,RHB,22
290630,6,129.4326241,1,1,Victoria,Bengaluru,bat,night,1,77,1,1.145,8.89,27.08,0.818,8.59,24.56,0.774,8.74,27.94,28.07692308,16,1,1,2,2.3917,2.6483,2.3684,1.0927,26.9,17.2,9.8,Other,1,BAT,India,RHB,20
253802,6,117.2477064,1,1,Victoria,Bengaluru,bat,night,1,10,1,1.145,8.89,27.08,0.818,8.59,24.56,0.774,8.74,27.94,22.03448276,32,0,2,1,2.3917,3.0745,3.362,1.0927,26.9,17.2,9.8,Other,2,BAT,India,RHB,21
290630,6,130.3225806,2,0,Daredevils,Bengaluru,field,night,1,1,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,28.85714286,17,1,1,2,2.3917,2.6483,3.8708,1.0927,27.4,16.4,7.9,Other,1,BAT,India,RHB,20
253802,6,116.636528,2,0,Daredevils,Bengaluru,field,night,1,54,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,21.5,33,0,2,1,2.3917,2.6483,3.362,2.3981,27.4,16.4,7.9,Other,2,BAT,India,RHB,21
308967,6,0.0,1,0,NSW,Hyderabad,field,daynight,0,10,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,30.8,21.6,8.7,Other,4,WK,England,RHB,19
30288,6,103.2258065,1,1,UP,Indore,field,day,0,31,0,1.744,7.74,25.41,0.604,8.03,24.82,0.573,7.76,21.96,8.0,4,0,0,0,1.5393,1.5393,1.3382,2.5491,30.7,16.7,11.2,Other,2,BOWL,India,LHB,22
430246,6,0.0,1,0,Punjab,Delhi,field,day,0,9,0,1.041,7.97,26.06,0.788,8.34,26.9,0.847,8.04,24.75,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,32.2,16.3,18.6,Other,4,BOWL,India,RHB,19
30288,6,118.4210526,2,1,Vidarbha,Indore,field,day,1,18,0,1.744,7.74,25.41,1.653,8.26,22.62,0.573,8.17,25.66,9.0,5,0,0,0,1.5393,1.7959,2.3684,1.0927,31.5,16.2,8.5,Other,2,BOWL,India,LHB,22
34102,6,130.4313099,1,1,Saurashtra,Pune,field,day,0,81,0,0.71,8.01,23.29,1.047,8.42,23.82,1.241,8.12,27.46,34.74468085,62,1,9,2,3.0745,3.5007,1.3382,2.1229,30.2,21.9,7.2,Other,2,BAT,India,RHB,22
277916,6,101.7241379,1,1,Saurashtra,Pune,field,day,0,-4,0,0.71,8.01,23.29,1.047,8.42,23.82,1.241,8.12,27.46,18.4375,18,0,3,3,1.9655,2.2221,1.3382,1.2437,30.2,21.9,7.2,Other,2,BAT,India,RHB,21
326016,6,0.0,1,1,M. Pradesh,Indore,field,day,0,15,0,1.744,7.74,25.41,0.604,8.03,24.82,0.573,7.76,21.96,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,31.1,21.5,8.0,Other,2,BOWL,India,RHB,19
430246,6,150.0,1,1,Delhi,Delhi,field,day,0,-4,0,1.041,7.97,26.06,0.788,8.34,26.9,0.847,8.04,24.75,3.0,1,0,0,0,1.5393,1.5393,1.9422,1.0927,31.9,16.9,18.5,Other,4,BOWL,India,RHB,19
326016,6,87.5,1,1,Vidarbha,Indore,field,day,0,29,0,1.744,7.74,25.41,0.604,8.03,24.82,0.573,7.76,21.96,7.0,1,0,0,0,1.3883,1.3883,1.7912,1.0927,31.0,18.6,10.2,Other,2,BOWL,India,RHB,19
277916,6,101.0273973,2,1,Maharashtra,Pune,field,day,1,52,0,0.71,8.01,23.29,0.954,7.97,26.96,1.241,7.6,22.22,17.35294118,19,0,3,4,1.9655,2.2221,1.3382,1.5457,30.5,20.0,7.9,Other,2,BAT,India,RHB,21
34102,6,130.8835027,2,1,Maharashtra,Pune,field,day,1,13,0,0.71,8.01,23.29,0.954,7.97,26.96,1.241,7.6,22.22,34.875,63,1,9,2,3.0745,3.5007,3.6142,2.1229,30.5,20.0,7.9,Other,2,BAT,India,RHB,22
30288,6,114.5833333,1,1,M. Pradesh,Indore,field,day,0,45,0,1.744,7.74,25.41,0.604,8.03,24.82,0.573,7.76,21.96,9.166666667,6,0,0,0,1.5393,1.6449,2.625,1.0927,30.2,18.2,9.4,Other,2,BOWL,India,LHB,22
34102,6,130.5598756,2,1,Sri Lanka,Nagpur,field,daynight,1,7,1,0.5,7.25,22.44,0.625,7.23,21.58,1.166,7.18,19.92,34.26530612,64,1,9,2,3.0745,3.5007,1.3382,1.0927,29.5,16.1,9.7,Bilateral,2,BAT,India,RHB,22
236779,3,91.66666667,2,0,Sri Lanka,Nagpur,field,daynight,1,19,1,0.5,7.25,22.44,0.625,7.23,21.58,1.166,7.18,19.92,11.0,12,0,0,0,1.8145,1.7959,1.3382,1.0927,29.5,16.1,9.7,Bilateral,4,BOWL,India,RHB,21
28081,3,119.6908055,2,1,Sri Lanka,Nagpur,field,daynight,1,13,1,0.5,7.25,22.44,0.625,7.23,21.58,1.166,7.18,19.92,31.97826087,65,0,5,2,3.0745,2.4973,1.3382,1.8209,29.5,16.1,9.7,Bilateral,2,WK,India,RHB,28
236779,6,100.0,2,0,Sri Lanka,Nagpur,field,daynight,1,19,1,0.5,7.25,22.44,0.625,7.23,21.58,1.166,7.18,19.92,12.66666667,13,0,0,0,1.9655,2.2221,1.9422,1.6967,29.5,16.1,9.7,Bilateral,4,BOWL,India,RHB,21
34102,3,130.3875969,2,1,Sri Lanka,Nagpur,field,daynight,1,7,1,0.5,7.25,22.44,0.625,7.23,21.58,1.166,7.18,19.92,33.64,65,1,9,2,3.0745,3.0745,1.6402,1.3493,29.5,16.1,9.7,Bilateral,2,BAT,India,RHB,22
28081,6,119.2586624,2,1,Sri Lanka,Nagpur,field,daynight,1,13,1,0.5,7.25,22.44,0.625,7.23,21.58,1.166,7.18,19.92,31.4893617,66,0,5,2,3.0745,2.6483,1.6402,2.0775,29.5,16.1,9.7,Bilateral,2,WK,India,RHB,28
28081,3,118.8347965,2,1,Sri Lanka,Mohali,bat,daynight,0,82,1,1.23,8.37,27.05,1.357,8.17,27.53,0.61,8.3,28.75,31.02083333,67,0,5,2,3.0745,2.0711,1.6402,2.0775,21.3,10.6,12.9,Bilateral,2,WK,India,RHB,28
28081,6,119.8282592,2,1,Sri Lanka,Mohali,bat,daynight,0,82,1,1.23,8.37,27.05,1.357,8.17,27.53,0.61,8.3,28.75,31.32653061,68,0,5,2,3.0745,2.0711,3.0184,2.6361,21.3,10.6,12.9,Bilateral,2,WK,India,RHB,28
34102,6,130.2163833,2,1,KKR,DY Patil,field,night,1,25,0,0.645,8.17,24.42,1.058,8.42,26.93,0.961,8.2,24.72,33.03921569,66,1,9,2,3.0745,2.6483,1.3382,3.6581,36.9,24.2,17.9,IPL,2,BAT,India,RHB,23
30288,6,101.2048193,1,1,Assam,Indore,bat,day,1,14,0,1.744,7.74,25.41,0.531,7.37,27.01,0.573,7.76,21.96,12.0,7,0,0,0,1.9655,2.0711,2.8488,1.0927,34.8,22.6,13.8,Other,1,BOWL,India,LHB,23
446507,6,0.0,1,1,Hyderabad,Indore,bat,day,1,13,0,1.744,7.74,25.41,0.531,7.37,27.01,0.573,7.76,21.96,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,34.7,18.8,9.0,Other,2,BAT,India,RHB,20
277916,6,104.5901639,1,1,Hyderabad,Indore,bat,day,1,5,0,1.744,7.74,25.41,0.531,7.37,27.01,0.573,7.76,21.96,17.72222222,20,0,3,4,1.9655,2.6483,1.3382,1.0927,34.7,18.8,9.0,Other,2,BAT,India,RHB,22
26421,6,62.5,2,1,Chargers,Chennai,bat,night,0,-4,1,1.454,7.95,22.93,0.891,7.56,26.59,1.2,7.66,23.86,3.75,5,0,0,1,1.2373,1.4939,1.3382,1.0927,34.5,23.3,15.7,IPL,3,ALL,India,RHB,24
28081,6,120.7792208,2,1,Chargers,Chennai,bat,night,0,76,1,1.454,7.95,22.93,0.891,7.56,26.59,1.2,7.66,23.86,31.62,69,0,5,2,3.0745,2.6483,4.6078,3.6581,34.5,23.3,15.7,IPL,3,WK,India,RHB,29
253802,6,118.8277087,1,1,KKR,Eden Gardens,field,daynight,0,0,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,22.3,34,0,2,1,2.3917,2.6483,1.3382,2.1229,36.0,24.5,15.6,IPL,2,BAT,India,RHB,22
34102,6,130.0153139,1,0,CSK,Chennai,bat,night,1,43,0,1.454,7.74,27.44,1.121,7.88,23.51,1.2,7.98,26.02,32.65384615,67,1,9,2,3.0745,2.2221,2.7946,2.8057,34.5,23.3,15.7,IPL,2,BAT,India,RHB,23
290630,6,127.9874214,1,1,KKR,Eden Gardens,field,daynight,0,-4,0,1.428,8.06,26.66,0.792,8.44,27.35,0.847,8.19,24.64,29.07142857,18,1,1,2,2.3917,3.0745,1.3382,1.0927,36.0,24.5,15.6,IPL,2,BAT,India,RHB,21
28081,6,121.3004484,1,0,KKR,Eden Gardens,bat,night,1,130,0,1.428,8.06,26.66,0.937,7.81,23.9,0.847,8.19,24.64,31.82352941,70,0,5,2,3.0745,3.0745,4.3512,3.4015,35.0,22.4,12.7,IPL,2,WK,India,RHB,29
236779,6,107.5,2,0,CSK,Eden Gardens,bat,night,0,4,1,1.428,8.25,24.16,1.066,7.63,24.0,0.847,8.09,25.96,14.33333333,14,0,0,0,1.9655,2.2221,2.4554,1.6967,35.0,22.4,12.7,IPL,4,BOWL,India,RHB,22
253802,6,118.1338028,2,0,Kings XI,Bengaluru,bat,daynight,0,32,1,1.145,8.89,27.08,1.222,8.3,30.09,0.774,8.53,26.73,21.64516129,35,0,2,1,2.3917,2.6483,3.362,2.2285,32.9,22.2,13.9,IPL,2,BAT,India,RHB,22
290630,6,125.2307692,2,1,Kings XI,Bengaluru,bat,daynight,0,74,1,1.145,8.89,27.08,1.222,8.3,30.09,0.774,8.53,26.73,27.13333333,19,1,1,3,2.3917,2.6483,4.1274,1.0927,32.9,22.2,13.9,IPL,1,BAT,India,RHB,21
290630,6,126.7806268,2,0,RR,Bengaluru,field,night,1,86,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,27.8125,20,1,1,3,2.3917,3.0745,4.384,1.2437,32.5,18.6,19.6,IPL,1,BAT,India,RHB,21
34102,6,130.4711246,1,1,Kings XI,Cuttack,field,night,0,1,1,1.2,7.96,20.6,1.0,7.82,19.93,1.2,8.06,24.09,33.01923077,68,1,9,2,3.0745,2.2221,1.3382,3.6581,38.7,24.1,13.2,IPL,2,BAT,India,RHB,23
290630,6,127.8215223,2,1,MI,Brabourne,bat,night,0,74,0,1.388,8.42,24.88,1.0,7.95,24.94,0.954,8.37,24.94,30.4375,21,1,1,3,2.8179,3.5007,1.3382,1.0927,34.1,24.0,15.9,IPL,1,BAT,India,RHB,21
253802,6,118.4482759,2,1,MI,Brabourne,bat,night,0,35,0,1.388,8.42,24.88,1.0,7.95,24.94,0.954,8.37,24.94,22.16129032,36,0,2,1,2.3917,2.6483,1.3382,2.3795,34.1,24.0,15.9,IPL,2,BAT,India,RHB,22
34102,6,130.3490137,1,1,Daredevils,Cuttack,bat,daynight,1,85,1,1.2,7.96,20.6,1.8,8.57,22.31,1.2,8.06,24.09,32.41509434,69,1,9,2,3.0745,1.7959,1.4892,3.4885,38.4,23.2,15.8,IPL,2,BAT,India,RHB,23
26421,6,60.0,2,1,Kings XI,Chennai,field,night,1,0,1,1.454,7.95,22.93,0.739,7.84,25.09,1.2,7.66,23.86,3.0,6,0,0,2,1.2373,1.4939,1.3382,1.2437,35.1,22.4,13.6,IPL,3,ALL,India,RHB,24
290630,6,129.1666667,1,1,CSK,Bengaluru,field,night,0,32,1,1.145,8.89,27.08,0.766,8.77,27.19,0.774,8.74,27.94,31.0,22,1,1,3,2.8179,3.5007,4.6406,3.4015,34.8,18.3,12.2,IPL,1,BAT,India,RHB,21
26421,6,56.66666667,2,0,RCB,Bengaluru,field,night,1,19,0,1.145,8.59,28.43,1.304,8.58,27.58,0.774,8.53,26.73,2.833333333,7,0,0,2,1.0863,1.4939,1.3382,1.0927,34.8,18.3,12.2,IPL,3,ALL,India,RHB,24
253802,6,118.9189189,1,1,CSK,Bengaluru,field,night,0,44,1,1.145,8.89,27.08,0.766,8.77,27.19,0.774,8.74,27.94,22.0,37,0,2,1,2.3917,2.6483,3.7882,3.0623,34.8,18.3,12.2,IPL,2,BAT,India,RHB,22
253802,6,119.7368421,2,0,Daredevils,Bengaluru,field,daynight,1,72,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,22.06060606,38,0,2,1,2.3917,2.6483,3.7882,3.6581,35.1,18.0,15.5,IPL,3,BAT,India,RHB,22
290630,6,125.4587156,2,1,Daredevils,Bengaluru,field,daynight,1,71,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,30.38888889,23,1,1,3,2.8179,3.0745,4.6406,1.0927,35.1,18.0,15.5,IPL,1,BAT,India,RHB,21
34102,6,130.7863501,1,1,RR,Ahmedabad,bat,night,1,85,0,1.461,8.05,29.93,1.5,8.21,22.78,1.166,8.41,26.11,32.64814815,70,1,9,2,3.0745,2.6483,3.5316,2.8057,37.0,21.8,9.6,IPL,2,BAT,India,RHB,23
28081,6,123.1947484,2,1,RR,Ahmedabad,bat,daynight,0,33,0,1.461,8.05,29.93,0.666,7.6,24.78,1.166,8.13,25.56,33.11764706,71,0,6,2,3.0745,3.5007,1.3382,3.2319,38.7,21.4,11.8,IPL,2,WK,India,RHB,29
34102,6,131.0195228,2,1,MI,DY Patil,field,night,1,81,0,0.645,8.17,24.42,1.058,8.42,26.93,0.961,8.2,24.72,32.94545455,71,1,9,2,3.0745,3.0745,2.3684,2.2285,33.5,22.4,21.2,IPL,2,BAT,India,RHB,23
290630,6,126.0215054,1,1,CSK,Chennai,bat,daynight,1,13,0,1.454,7.74,27.44,1.121,7.88,23.51,1.2,7.98,26.02,30.84210526,24,1,1,3,2.8179,3.5007,1.3382,2.9753,36.4,28.2,25.9,IPL,1,BAT,India,RHB,21
253802,6,121.3946117,1,1,CSK,Chennai,bat,daynight,1,62,0,1.454,7.74,27.44,1.121,7.88,23.51,1.2,7.98,26.02,23.21212121,39,0,2,1,2.3917,3.0745,2.0664,3.0623,36.4,28.2,25.9,IPL,2,BAT,India,RHB,22
28081,6,123.0215827,2,1,RCB,Chennai,bat,daynight,0,22,1,1.454,7.95,22.93,0.891,7.56,26.59,1.2,7.66,23.86,32.88461538,72,0,6,2,3.0745,3.5007,4.6078,3.0623,36.4,28.2,25.9,IPL,2,WK,India,RHB,29
34102,6,131.6087881,2,1,KKR,Eden Gardens,bat,night,0,0,0,1.428,8.06,26.66,1.066,7.63,24.0,0.847,8.09,25.96,33.16071429,72,1,9,2,3.0745,3.0745,1.3382,3.4885,38.8,26.4,18.8,IPL,2,BAT,India,RHB,23
290630,6,125.2118644,2,1,Kings XI,Mohali,bat,night,0,49,0,1.23,8.32,27.96,1.357,8.17,27.53,0.61,8.3,28.75,29.55,25,1,1,3,2.3917,3.0745,1.3382,2.9753,35.1,16.2,14.4,IPL,1,BAT,India,RHB,21
253802,6,122.1374046,2,1,Kings XI,Mohali,bat,night,0,76,0,1.23,8.32,27.96,1.357,8.17,27.53,0.61,8.3,28.75,23.52941176,40,0,2,1,2.3917,3.5007,2.6436,3.0623,35.1,16.2,14.4,IPL,2,BAT,India,RHB,22
28081,6,122.3562811,1,1,RR,Chennai,bat,daynight,1,-4,1,1.454,7.95,22.93,1.121,7.88,23.51,1.2,7.98,26.02,32.52830189,73,0,6,2,3.0745,3.5007,4.1816,3.0623,35.1,27.2,21.6,IPL,2,WK,India,RHB,29
34102,6,131.1926606,2,1,MI,Brabourne,bat,night,0,15,0,1.388,8.42,24.88,1.0,7.95,24.94,0.954,8.37,24.94,32.61403509,73,1,9,2,3.0745,2.6483,3.8052,2.8057,36.2,22.8,14.8,IPL,2,BAT,India,RHB,23
253802,6,123.6417034,2,1,Daredevils,Delhi,bat,night,0,21,0,1.041,7.97,26.06,1.064,7.31,22.35,0.847,7.94,25.34,24.05714286,41,0,2,1,2.3917,3.0745,4.1816,3.6581,38.0,20.9,17.4,IPL,3,BAT,India,RHB,22
34102,6,130.7692308,2,1,RR,Nagpur,bat,night,0,137,0,0.5,7.55,18.9,1.166,7.12,20.33,1.166,7.18,19.92,32.24137931,74,1,9,2,3.0745,3.0745,1.8968,3.0623,40.7,24.4,11.4,IPL,2,BAT,India,RHB,23
28081,6,122.2695035,1,1,MI,Chennai,bat,night,1,61,1,1.454,7.95,22.93,1.121,7.88,23.51,1.2,7.98,26.02,31.92592593,74,0,6,3,3.0745,3.0745,4.1816,3.6581,35.7,26.3,20.2,IPL,2,WK,India,RHB,29
34102,6,131.8181818,2,1,RCB,Bengaluru,field,night,1,14,0,1.145,8.59,28.43,1.304,8.58,27.58,0.774,8.53,26.73,32.93220339,75,1,10,2,3.1301,3.0745,3.5814,3.4885,33.5,20.9,17.1,IPL,2,BAT,India,RHB,23
290630,6,124.7484909,1,1,Chargers,Bengaluru,field,night,0,-1,1,1.145,8.89,27.08,0.766,8.77,27.19,0.774,8.74,27.94,29.52380952,26,1,1,3,2.3917,2.6483,4.6406,3.4015,33.5,20.9,17.1,IPL,1,BAT,India,RHB,21
253802,6,123.5549133,1,1,Chargers,Bengaluru,field,night,0,118,1,1.145,8.89,27.08,0.766,8.77,27.19,0.774,8.74,27.94,23.75,42,0,2,1,2.3917,3.0745,3.7882,3.4885,33.5,20.9,17.1,IPL,3,BAT,India,RHB,22
34102,6,131.7782285,2,1,CSK,Nagpur,bat,daynight,0,8,0,0.5,7.55,18.9,1.166,7.12,20.33,1.166,7.18,19.92,32.48333333,76,1,10,2,3.1301,2.6483,3.2422,2.8057,42.4,30.1,16.1,IPL,2,BAT,India,RHB,23
26421,6,70.0,1,1,Chargers,Nagpur,bat,daynight,1,9,0,0.5,7.55,18.9,0.857,7.06,21.71,1.166,7.39,20.95,4.666666667,8,0,0,2,1.2373,1.4939,1.3382,1.0927,42.4,30.1,16.1,IPL,3,ALL,India,RHB,24
236779,6,89.09090909,1,1,RCB,Bengaluru,field,night,0,-4,0,1.145,8.59,28.43,0.766,8.77,27.19,0.774,8.74,27.94,16.33333333,15,0,0,0,1.8145,2.6483,1.3382,1.0927,36.1,22.3,11.0,IPL,4,BOWL,India,RHB,22
28081,6,122.8991597,1,1,Chargers,Nagpur,bat,daynight,1,7,0,0.5,7.55,18.9,0.857,7.06,21.71,1.166,7.39,20.95,31.90909091,75,0,6,3,3.0745,3.0745,1.8968,3.9147,42.4,30.1,16.1,IPL,2,WK,India,RHB,29
34102,6,130.9906292,1,1,RCB,Nagpur,field,night,0,95,0,0.5,7.55,18.9,1.6,7.74,18.5,1.166,7.39,20.95,32.08196721,77,1,10,2,3.1301,2.6483,3.4988,3.0623,42.3,28.7,15.6,IPL,2,BAT,India,RHB,23
290630,6,123.4592445,2,1,Chargers,Nagpur,field,night,1,-4,0,0.5,7.55,18.9,0.625,7.23,21.58,1.166,7.18,19.92,28.22727273,27,1,1,3,2.3917,2.0711,1.3382,3.6581,42.3,28.7,15.6,IPL,1,BAT,India,RHB,21
253802,6,125.5845942,2,1,Chargers,Nagpur,field,night,1,7,0,0.5,7.55,18.9,0.625,7.23,21.58,1.166,7.18,19.92,24.67567568,43,0,3,1,2.3917,3.5007,1.3382,3.4885,42.3,28.7,15.6,IPL,3,BAT,India,RHB,22
290630,6,123.2142857,2,1,RR,Jaipur,bat,night,0,30,0,1.818,7.54,25.92,1.823,8.02,23.75,0.666,7.74,24.99,27.0,28,1,1,4,2.3917,2.2221,1.4892,3.4015,41.3,22.7,14.2,IPL,1,BAT,India,RHB,21
253802,6,125.3077975,2,1,RR,Jaipur,bat,night,0,26,0,1.818,7.54,25.92,1.823,8.02,23.75,0.666,7.74,24.99,24.10526316,44,0,3,1,2.3917,3.0745,1.3382,1.6513,41.3,22.7,14.2,IPL,2,BAT,India,RHB,22
28081,6,122.2761971,1,1,Daredevils,Chennai,bat,night,1,-4,1,1.454,7.95,22.93,1.121,7.88,23.51,1.2,7.98,26.02,31.46428571,76,0,6,3,3.0745,2.2221,4.1816,2.3795,35.2,28.1,21.4,IPL,2,WK,India,RHB,29
26421,6,71.73913043,1,1,Daredevils,Chennai,bat,night,1,4,1,1.454,7.95,22.93,1.121,7.88,23.51,1.2,7.98,26.02,4.714285714,9,0,0,2,1.2373,1.4939,1.5948,1.0927,35.2,28.1,21.4,IPL,3,ALL,India,RHB,24
34102,6,130.3896104,2,0,Kings XI,Dharamsala,field,night,1,132,0,1.0,7.87,25.28,1.083,7.87,27.2,1.066,7.76,21.08,32.38709677,78,1,11,2,3.1301,2.6483,1.3382,3.9147,31.5,16.6,16.2,IPL,2,BAT,India,RHB,23
272450,6,92.30769231,2,1,Kings XI,Dharamsala,field,night,1,31,0,1.0,7.87,25.28,1.083,7.87,27.2,1.066,7.76,21.08,12.0,2,0,0,0,1.8145,1.8145,1.3382,1.0927,31.5,16.6,16.2,IPL,3,ALL,Australia,RHB,19
290630,6,122.8239845,2,1,MI,Bengaluru,field,daynight,1,28,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,26.45833333,29,1,1,4,2.3917,1.6449,4.2144,3.4015,34.7,21.8,11.6,IPL,1,BAT,India,RHB,21
253802,6,125.0,2,1,MI,Bengaluru,field,daynight,1,71,1,1.145,8.89,27.08,1.304,8.58,27.58,0.774,8.53,26.73,23.84615385,45,0,3,1,2.3917,2.6483,3.7554,2.3795,34.7,21.8,11.6,IPL,3,BAT,India,RHB,22
28081,6,122.1067221,2,0,Kings XI,Dharamsala,field,daynight,1,108,0,1.0,7.87,25.28,1.083,7.87,27.2,1.066,7.76,21.08,30.9122807,77,0,6,4,3.0745,2.0383,1.3382,3.6581,29.2,19.6,14.8,IPL,2,WK,India,RHB,29
34102,6,131.5589354,1,1,Daredevils,Delhi,bat,night,1,23,0,1.041,7.97,26.06,0.939,7.58,23.12,0.847,8.04,24.75,33.48387097,79,1,12,2,3.1301,3.5563,3.188,3.4885,44.3,29.7,20.2,IPL,2,BAT,India,RHB,23
272450,6,105.4054054,1,1,Daredevils,Delhi,bat,night,1,15,0,1.041,7.97,26.06,0.939,7.58,23.12,0.847,8.04,24.75,13.0,3,0,0,0,1.9655,1.9655,1.3382,1.0927,44.3,29.7,20.2,IPL,3,ALL,Australia,RHB,19
253802,6,125.9114583,2,1,MI,DY Patil,bat,night,0,17,0,0.645,8.17,24.42,1.0,7.68,23.18,0.961,8.2,24.72,24.175,46,0,3,1,2.3917,2.6483,1.3382,2.6361,33.8,25.0,19.6,IPL,3,BAT,India,RHB,22
290630,6,121.682243,2,1,MI,DY Patil,bat,night,0,5,0,0.645,8.17,24.42,1.0,7.68,23.18,0.961,8.2,24.72,26.04,30,1,1,4,2.3917,2.0711,1.3382,2.5491,33.8,25.0,19.6,IPL,3,BAT,India,RHB,21
34102,6,131.5059861,2,1,CSK,DY Patil,bat,night,0,0,0,0.645,8.17,24.42,1.0,7.68,23.18,0.961,8.2,24.72,33.12698413,80,1,12,2,3.1301,3.0745,3.0184,3.0623,34.3,24.7,20.4,IPL,2,BAT,India,RHB,23
26421,6,66.10169492,1,0,Chargers,DY Patil,bat,night,1,14,0,0.645,8.17,24.42,1.0,7.64,23.62,0.961,8.24,25.72,4.875,10,0,0,2,1.2373,1.4939,1.3382,1.3947,34.3,24.7,20.4,IPL,3,ALL,India,RHB,24
28081,6,123.3695652,1,1,Chargers,DY Patil,bat,night,1,50,0,0.645,8.17,24.42,1.0,7.64,23.62,0.961,8.24,25.72,31.85964912,78,0,7,4,3.0745,2.6155,2.7618,3.4885,34.3,24.7,20.4,IPL,2,WK,India,RHB,29
34102,6,131.218593,1,1,RCB,DY Patil,bat,night,1,-4,0,0.645,8.17,24.42,1.0,7.64,23.62,0.961,8.24,25.72,32.640625,81,1,12,2,3.1301,3.0745,3.275,3.8007,35.6,26.6,17.0,IPL,2,BAT,India,RHB,23
28081,6,122.7393617,1,1,MI,DY Patil,bat,night,1,42,0,0.645,8.17,24.42,1.0,7.64,23.62,0.961,8.24,25.72,31.82758621,79,0,7,4,3.0745,3.0745,3.8708,3.9147,34.6,25.1,17.5,IPL,2,WK,India,RHB,29
290630,6,120.190779,2,1,Goa,Hyderabad,bat,day,0,43,0,1.016,8.12,26.41,1.625,7.94,25.0,0.813,8.08,25.61,26.06896552,34,1,2,4,2.3917,2.6483,1.3382,3.4015,30.2,21.0,15.2,Other,1,BAT,India,RHB,21
290630,6,120.0308166,2,1,Andhra,Hyderabad,bat,day,0,12,0,1.016,8.12,26.41,1.625,7.94,25.0,0.813,8.08,25.61,25.96666667,35,1,2,4,2.3917,2.6483,2.7946,2.5491,29.6,21.7,20.5,Other,1,BAT,India,RHB,21
290630,6,119.9081164,1,1,Kerala,Hyderabad,field,day,0,73,0,1.016,8.12,26.41,1.027,8.52,23.72,0.813,8.24,26.1,25.25806452,36,1,2,4,2.3917,2.6483,2.625,1.2437,24.8,21.9,20.0,Other,1,BAT,India,RHB,21
290630,6,119.1977077,2,1,Tamil Nadu,Hyderabad,field,day,1,-1,0,1.016,8.12,26.41,0.972,8.2,27.07,0.813,8.08,25.61,26.0,37,1,2,4,2.3917,3.0745,3.275,1.2437,24.4,21.8,16.1,Other,1,BAT,India,RHB,21
290630,6,118.8302425,2,0,Hyderabad,Hyderabad,field,day,1,60,0,1.016,8.12,26.41,0.972,8.2,27.07,0.813,8.08,25.61,25.24242424,38,1,2,4,2.3917,2.6483,3.1054,1.0927,28.1,21.9,12.7,Other,2,BAT,India,RHB,21
